comp_id,comp_type,label,pmax_mw,for_rate,mttr_hr,lam_per_hr,mu_per_hr,hf
LINE_3451_5505_1,line,Line_3451_5505_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3451_5505_2,line,Line_3451_5505_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3451_5505_3,line,Line_3451_5505_3,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3451_7662_1,line,Line_3451_7662_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3451_7663_1,line,Line_3451_7663_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3452_23452_1,line,Line_3452_23452_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3461_7661_2,line,Line_3461_7661_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3462_23462_1,line,Line_3462_23462_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3471_5013_1,line,Line_3471_5013_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3471_5021_1,line,Line_3471_5021_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3471_5021_2,line,Line_3471_5021_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3471_5023_1,line,Line_3471_5023_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3471_5025_1,line,Line_3471_5025_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3472_23472_1,line,Line_3472_23472_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3481_5913_R,line,Line_3481_5913_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3481_5913_W,line,Line_3481_5913_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3482_23482_1,line,Line_3482_23482_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3521_5651_1,line,Line_3521_5651_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3521_5655_R,line,Line_3521_5655_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3521_5655_W,line,Line_3521_5655_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3521_5665_1,line,Line_3521_5665_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3521_5667_1,line,Line_3521_5667_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3521_5669_1,line,Line_3521_5669_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3521_5671_1,line,Line_3521_5671_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3521_5685_1,line,Line_3521_5685_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3521_5685_2,line,Line_3521_5685_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3522_23522_1,line,Line_3522_23522_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3531_5681_1,line,Line_3531_5681_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3531_5681_2,line,Line_3531_5681_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3531_7688_R,line,Line_3531_7688_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3531_7689_W,line,Line_3531_7689_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3532_13532_1,line,Line_3532_13532_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3532_23532_1,line,Line_3532_23532_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3551_5853_1,line,Line_3551_5853_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3551_5855_1,line,Line_3551_5855_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3551_5855_2,line,Line_3551_5855_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3551_5903_M,line,Line_3551_5903_M,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3551_5903_O,line,Line_3551_5903_O,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3551_7720_R,line,Line_3551_7720_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3551_7721_W,line,Line_3551_7721_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3551_7750_R,line,Line_3551_7750_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3552_23552_1,line,Line_3552_23552_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3661_3701_1,line,Line_3661_3701_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3661_5995_1,line,Line_3661_5995_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3661_5995_2,line,Line_3661_5995_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3661_6009_W,line,Line_3661_6009_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3661_6011_1,line,Line_3661_6011_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3661_6033_1,line,Line_3661_6033_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3661_7810_1,line,Line_3661_7810_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3662_23662_1,line,Line_3662_23662_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3671_6023_M,line,Line_3671_6023_M,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3671_6023_O,line,Line_3671_6023_O,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3671_7820_R,line,Line_3671_7820_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3671_7821_W,line,Line_3671_7821_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3672_23672_1,line,Line_3672_23672_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3681_5955_1,line,Line_3681_5955_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3681_5955_2,line,Line_3681_5955_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3681_6017_M,line,Line_3681_6017_M,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3681_6017_O,line,Line_3681_6017_O,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3681_7818_1,line,Line_3681_7818_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3681_7819_2,line,Line_3681_7819_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3681_7820_R,line,Line_3681_7820_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3681_7821_W,line,Line_3681_7821_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3682_23682_1,line,Line_3682_23682_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3691_7805_1,line,Line_3691_7805_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3691_7806_2,line,Line_3691_7806_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3692_3694_R,line,Line_3692_3694_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3692_3694_W,line,Line_3692_3694_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3694_13694_1,line,Line_3694_13694_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3694_23694_1,line,Line_3694_23694_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3701_5941_1,line,Line_3701_5941_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3701_7790_1,line,Line_3701_7790_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3701_7791_2,line,Line_3701_7791_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3701_7805_1,line,Line_3701_7805_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3701_7806_2,line,Line_3701_7806_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3702_13702_1,line,Line_3702_13702_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3702_23702_1,line,Line_3702_23702_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3711_3721_@1,line,Line_3711_3721_@1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3711_3721_@2,line,Line_3711_3721_@2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3711_6073_1,line,Line_3711_6073_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3711_6073_2,line,Line_3711_6073_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3711_6073_3,line,Line_3711_6073_3,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3711_9350_1,line,Line_3711_9350_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3711_9350_2,line,Line_3711_9350_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3711_9350_3,line,Line_3711_9350_3,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3721_6043_1,line,Line_3721_6043_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3721_6043_2,line,Line_3721_6043_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3721_6063_1,line,Line_3721_6063_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3721_6063_2,line,Line_3721_6063_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3721_7820_R,line,Line_3721_7820_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3721_7821_W,line,Line_3721_7821_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3721_7827_3,line,Line_3721_7827_3,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3721_7828_4,line,Line_3721_7828_4,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3721_7830_R,line,Line_3721_7830_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3721_7831_W,line,Line_3721_7831_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3721_9340_R,line,Line_3721_9340_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3721_9340_W,line,Line_3721_9340_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3722_23722_1,line,Line_3722_23722_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3731_6055_1,line,Line_3731_6055_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3731_6055_2,line,Line_3731_6055_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3731_6059_1,line,Line_3731_6059_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3731_6067_R,line,Line_3731_6067_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3731_6067_W,line,Line_3731_6067_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3731_6071_1,line,Line_3731_6071_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3731_6083_1,line,Line_3731_6083_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3731_6083_2,line,Line_3731_6083_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3731_7823_W,line,Line_3731_7823_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3731_7824_R,line,Line_3731_7824_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3732_23732_1,line,Line_3732_23732_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3761_6079_1,line,Line_3761_6079_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3761_6079_2,line,Line_3761_6079_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3761_6107_R,line,Line_3761_6107_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3761_6109_1,line,Line_3761_6109_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3761_7830_R,line,Line_3761_7830_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3762_23762_1,line,Line_3762_23762_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3791_6161_1,line,Line_3791_6161_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3791_6161_2,line,Line_3791_6161_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3791_7838_1,line,Line_3791_7838_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3791_7839_1,line,Line_3791_7839_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3791_8580_R,line,Line_3791_8580_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3791_8580_W,line,Line_3791_8580_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3792_23792_1,line,Line_3792_23792_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3811_6161_R,line,Line_3811_6161_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3811_6161_W,line,Line_3811_6161_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3811_6207_R,line,Line_3811_6207_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3811_6207_W,line,Line_3811_6207_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3811_7845_M,line,Line_3811_7845_M,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3811_7846_O,line,Line_3811_7846_O,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3812_23812_1,line,Line_3812_23812_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3881_7890_R,line,Line_3881_7890_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3881_7892_S,line,Line_3881_7892_S,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3881_7893_N,line,Line_3881_7893_N,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3881_9902_W,line,Line_3881_9902_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3882_23882_1,line,Line_3882_23882_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3891_7886_3,line,Line_3891_7886_3,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3891_7887_1,line,Line_3891_7887_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3891_7888_2,line,Line_3891_7888_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3891_9925_1,line,Line_3891_9925_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3891_9925_2,line,Line_3891_9925_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3892_23892_1,line,Line_3892_23892_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3901_7891_1,line,Line_3901_7891_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3901_7894_1,line,Line_3901_7894_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3901_65080_1,line,Line_3901_65080_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3921_3941_1,line,Line_3921_3941_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3922_23922_1,line,Line_3922_23922_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3923_13923_1,line,Line_3923_13923_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3931_6511_1,line,Line_3931_6511_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3931_6511_2,line,Line_3931_6511_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3931_6521_R,line,Line_3931_6521_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3931_6521_W,line,Line_3931_6521_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3932_23932_1,line,Line_3932_23932_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3941_7003_1,line,Line_3941_7003_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3941_7003_2,line,Line_3941_7003_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3941_7954_O,line,Line_3941_7954_O,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3942_23942_1,line,Line_3942_23942_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3951_7011_R,line,Line_3951_7011_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3951_7011_W,line,Line_3951_7011_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3951_7952_1,line,Line_3951_7952_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3951_7953_2,line,Line_3951_7953_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3952_23952_1,line,Line_3952_23952_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3971_7021_R,line,Line_3971_7021_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3971_7023_1,line,Line_3971_7023_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3971_7023_2,line,Line_3971_7023_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3971_7029_1,line,Line_3971_7029_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3971_7950_1,line,Line_3971_7950_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3971_7951_2,line,Line_3971_7951_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3971_67500_1,line,Line_3971_67500_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3971_67520_1,line,Line_3971_67520_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_3972_23972_1,line,Line_3972_23972_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4001_4015_1,line,Line_4001_4015_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4001_7513_W,line,Line_4001_7513_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4001_7514_1,line,Line_4001_7514_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4001_8009_R,line,Line_4001_8009_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4001_8011_R,line,Line_4001_8011_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4001_60000_1,line,Line_4001_60000_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4001_60020_1,line,Line_4001_60020_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4001_60120_1,line,Line_4001_60120_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4002_24002_1,line,Line_4002_24002_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4011_7509_1,line,Line_4011_7509_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4011_9500_1,line,Line_4011_9500_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4011_9500_2,line,Line_4011_9500_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4011_60080_1,line,Line_4011_60080_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4011_60085_2,line,Line_4011_60085_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4012_24012_1,line,Line_4012_24012_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4015_60040_1,line,Line_4015_60040_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4016_24016_1,line,Line_4016_24016_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4025_4029_1,line,Line_4025_4029_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4025_4029_2,line,Line_4025_4029_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4025_4047_M,line,Line_4025_4047_M,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4025_4047_O,line,Line_4025_4047_O,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4025_4117_R,line,Line_4025_4117_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4025_4117_W,line,Line_4025_4117_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4026_24026_1,line,Line_4026_24026_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4027_4029_1,line,Line_4027_4029_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4027_4029_2,line,Line_4027_4029_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4028_24028_1,line,Line_4028_24028_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4030_24030_1,line,Line_4030_24030_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4048_24048_1,line,Line_4048_24048_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4107_4203_R,line,Line_4107_4203_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4107_4203_W,line,Line_4107_4203_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4107_7515_R,line,Line_4107_7515_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4107_7516_W,line,Line_4107_7516_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4107_8026_R,line,Line_4107_8026_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4107_8026_W,line,Line_4107_8026_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_4108_24108_1,line,Line_4108_24108_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
