comp_id,comp_type,label,pmax_mw,for_rate,mttr_hr,lam_per_hr,mu_per_hr,hf
LINE_1070_1080_@1,line,Line_1070_1080_@1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1070_1080_@2,line,Line_1070_1080_@2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1070_2650_1,line,Line_1070_2650_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1080_1090_1,line,Line_1080_1090_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1080_2690_1,line,Line_1080_2690_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1085_21085_1,line,Line_1085_21085_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1090_2670_W,line,Line_1090_2670_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1100_1110_@1,line,Line_1100_1110_@1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1100_1110_@2,line,Line_1100_1110_@2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1100_1120_@1,line,Line_1100_1120_@1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1100_1120_@2,line,Line_1100_1120_@2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1100_2901_1,line,Line_1100_2901_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1100_2901_2,line,Line_1100_2901_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1100_3901_4,line,Line_1100_3901_4,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1110_3891_1,line,Line_1110_3891_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1110_3891_2,line,Line_1110_3891_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1110_7886_3,line,Line_1110_7886_3,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1110_8717_1,line,Line_1110_8717_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1110_8719_1,line,Line_1110_8719_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1120_3881_1,line,Line_1120_3881_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1120_3881_2,line,Line_1120_3881_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1120_9906_R,line,Line_1120_9906_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1120_9906_W,line,Line_1120_9906_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1123_21123_1,line,Line_1123_21123_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1130_1140_@1,line,Line_1130_1140_@1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1130_1140_@2,line,Line_1130_1140_@2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1130_2920_1,line,Line_1130_2920_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1140_2920_2,line,Line_1140_2920_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1200_1210_@1,line,Line_1200_1210_@1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1200_1210_@2,line,Line_1200_1210_@2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1200_2851_1,line,Line_1200_2851_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1200_6361_1,line,Line_1200_6361_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1200_6367_1,line,Line_1200_6367_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1200_6371_1,line,Line_1200_6371_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1210_6317_1,line,Line_1210_6317_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1210_6319_1,line,Line_1210_6319_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1210_6319_2,line,Line_1210_6319_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1210_6319_3,line,Line_1210_6319_3,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1400_1498_1,line,Line_1400_1498_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1400_3952_1,line,Line_1400_3952_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1497_1498_1,line,Line_1497_1498_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1498_3952_1,line,Line_1498_3952_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1500_1650_1,line,Line_1500_1650_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1500_1650_2,line,Line_1500_1650_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1500_9120_R,line,Line_1500_9120_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1500_9120_W,line,Line_1500_9120_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1501_3101_M,line,Line_1501_3101_M,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1501_3101_O,line,Line_1501_3101_O,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1501_4015_1,line,Line_1501_4015_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1501_4047_R,line,Line_1501_4047_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1501_4047_W,line,Line_1501_4047_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1550_1700_R,line,Line_1550_1700_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1550_1700_W,line,Line_1550_1700_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1551_3131_1,line,Line_1551_3131_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1551_3131_2,line,Line_1551_3131_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1551_3131_3,line,Line_1551_3131_3,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1551_3131_4,line,Line_1551_3131_4,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1551_3141_M,line,Line_1551_3141_M,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1551_3141_O,line,Line_1551_3141_O,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1551_4109_R,line,Line_1551_4109_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1551_4109_W,line,Line_1551_4109_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1551_7530_1,line,Line_1551_7530_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1551_7534_O,line,Line_1551_7534_O,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1570_1610_R,line,Line_1570_1610_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1570_1610_W,line,Line_1570_1610_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1571_3121_1,line,Line_1571_3121_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1571_3121_2,line,Line_1571_3121_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1571_4143_1,line,Line_1571_4143_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1571_4143_2,line,Line_1571_4143_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1580_1750_1,line,Line_1580_1750_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1580_1750_2,line,Line_1580_1750_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1581_1591_@1,line,Line_1581_1591_@1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1581_1591_@2,line,Line_1581_1591_@2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1581_4161_1,line,Line_1581_4161_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1581_4161_2,line,Line_1581_4161_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1581_8060_1,line,Line_1581_8060_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1581_8060_2,line,Line_1581_8060_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1583_21583_1,line,Line_1583_21583_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1591_4207_1,line,Line_1591_4207_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1591_4213_1,line,Line_1591_4213_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1593_21593_1,line,Line_1593_21593_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1601_1611_2,line,Line_1601_1611_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1601_1621_1,line,Line_1601_1621_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1610_1650_1,line,Line_1610_1650_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1610_1650_2,line,Line_1610_1650_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1611_1621_@1,line,Line_1611_1621_@1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1611_1621_@2,line,Line_1611_1621_@2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1611_4307_2,line,Line_1611_4307_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1611_4409_1,line,Line_1611_4409_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1611_8101_1,line,Line_1611_8101_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1611_8101_2,line,Line_1611_8101_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1621_4307_1,line,Line_1621_4307_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1621_4311_1,line,Line_1621_4311_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1621_4425_1,line,Line_1621_4425_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1621_4425_R,line,Line_1621_4425_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1621_7500_1,line,Line_1621_7500_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1621_7585_1,line,Line_1621_7585_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1650_1700_R,line,Line_1650_1700_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1650_1700_W,line,Line_1650_1700_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1650_1910_R,line,Line_1650_1910_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1650_1910_W,line,Line_1650_1910_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1651_1661_@1,line,Line_1651_1661_@1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1651_1661_@2,line,Line_1651_1661_@2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1651_7569_O,line,Line_1651_7569_O,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1651_7570_M,line,Line_1651_7570_M,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1651_7574_2,line,Line_1651_7574_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1661_3211_R,line,Line_1661_3211_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1661_4437_1,line,Line_1661_4437_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1661_4437_2,line,Line_1661_4437_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1661_8140_R,line,Line_1661_8140_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1661_8140_W,line,Line_1661_8140_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1663_21663_1,line,Line_1663_21663_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1700_1910_R,line,Line_1700_1910_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1700_1910_W,line,Line_1700_1910_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1701_1711_@1,line,Line_1701_1711_@1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1701_1711_@2,line,Line_1701_1711_@2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1701_3181_1,line,Line_1701_3181_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1701_3181_2,line,Line_1701_3181_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1701_4557_M,line,Line_1701_4557_M,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1701_4557_O,line,Line_1701_4557_O,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1701_7563_R,line,Line_1701_7563_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1701_7564_W,line,Line_1701_7564_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1711_3191_3,line,Line_1711_3191_3,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1711_3191_4,line,Line_1711_3191_4,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1711_4551_1,line,Line_1711_4551_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1711_4551_2,line,Line_1711_4551_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1711_4559_1,line,Line_1711_4559_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1711_4903_O,line,Line_1711_4903_O,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1750_1900_R,line,Line_1750_1900_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1750_1900_W,line,Line_1750_1900_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1750_9160_1,line,Line_1750_9160_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1750_9160_2,line,Line_1750_9160_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1751_1761_@1,line,Line_1751_1761_@1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1751_1761_@2,line,Line_1751_1761_@2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1751_4603_R,line,Line_1751_4603_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1751_4603_W,line,Line_1751_4603_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1751_4611_M,line,Line_1751_4611_M,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1751_4611_O,line,Line_1751_4611_O,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1751_4901_1,line,Line_1751_4901_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1751_4901_2,line,Line_1751_4901_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1751_7604_1,line,Line_1751_7604_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1751_7605_2,line,Line_1751_7605_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1752_21752_1,line,Line_1752_21752_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1761_1781_@1,line,Line_1761_1781_@1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1761_1781_@2,line,Line_1761_1781_@2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1761_3281_M,line,Line_1761_3281_M,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1761_3301_1,line,Line_1761_3301_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1761_3301_3,line,Line_1761_3301_3,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1761_4635_R,line,Line_1761_4635_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1761_4635_W,line,Line_1761_4635_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1761_7584_O,line,Line_1761_7584_O,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1781_3301_4,line,Line_1781_3301_4,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1781_4607_2,line,Line_1781_4607_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1891_1901_1,line,Line_1891_1901_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1891_1901_2,line,Line_1891_1901_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1900_1910_1,line,Line_1900_1910_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1900_2000_1,line,Line_1900_2000_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1900_2100_M,line,Line_1900_2100_M,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1900_2100_O,line,Line_1900_2100_O,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1901_1911_1,line,Line_1901_1911_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1901_3361_1,line,Line_1901_3361_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1901_3361_2,line,Line_1901_3361_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1901_4805_R,line,Line_1901_4805_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1901_4805_W,line,Line_1901_4805_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1901_4811_1,line,Line_1901_4811_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1901_4819_1,line,Line_1901_4819_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1901_4819_2,line,Line_1901_4819_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1901_7502_M,line,Line_1901_7502_M,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1901_8260_1,line,Line_1901_8260_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1910_1930_1,line,Line_1910_1930_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1910_1930_2,line,Line_1910_1930_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1910_2000_2,line,Line_1910_2000_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1910_2030_R,line,Line_1910_2030_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1910_2030_W,line,Line_1910_2030_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1911_3371_1,line,Line_1911_3371_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1911_3371_2,line,Line_1911_3371_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1911_7627_R,line,Line_1911_7627_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1911_7628_W,line,Line_1911_7628_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1911_7630_R,line,Line_1911_7630_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1911_7639_W,line,Line_1911_7639_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1911_9110_R,line,Line_1911_9110_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1911_9110_W,line,Line_1911_9110_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1930_2000_N,line,Line_1930_2000_N,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1930_2000_S,line,Line_1930_2000_S,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1931_1941_@1,line,Line_1931_1941_@1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1931_1941_@2,line,Line_1931_1941_@2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1931_2001_R,line,Line_1931_2001_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1931_2001_W,line,Line_1931_2001_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1931_5003_1,line,Line_1931_5003_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1931_5003_2,line,Line_1931_5003_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1931_5003_3,line,Line_1931_5003_3,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1931_5003_4,line,Line_1931_5003_4,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1931_7656_M,line,Line_1931_7656_M,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1931_7657_O,line,Line_1931_7657_O,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1931_8353_R,line,Line_1931_8353_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1931_8355_W,line,Line_1931_8355_W,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1941_5005_1,line,Line_1941_5005_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1941_5005_2,line,Line_1941_5005_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1941_5017_1,line,Line_1941_5017_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1941_5017_2,line,Line_1941_5017_2,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1941_8305_R,line,Line_1941_8305_R,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1941_8312_1,line,Line_1941_8312_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1941_8323_1,line,Line_1941_8323_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
LINE_1941_8340_1,line,Line_1941_8340_1,0.0,0.00027389756231169547,24.0,1.1415525114155251e-05,0.041666666666666664,1.0
