gen,cap_mw,fuel,match,cp2,cp1,cp0
282,100.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
283,100.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
284,100.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
285,100.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
286,100.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
287,100.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
288,100.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
289,100.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
290,100.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
291,100.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
292,100.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
293,100.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
294,100.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
295,100.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
296,100.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
297,2.0,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
298,7.8,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
299,2.68,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
300,30.0,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
301,75.9,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
302,39.1,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
303,9.2,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
304,2.4,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
305,48.3,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
306,4.5,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
307,6.9,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
308,1.69,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
309,22.068,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
310,79.116,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
311,1.135,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
312,0.017,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
313,12.493,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
314,0.755,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
315,15.532,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
316,14.952,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
317,2.292,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
318,2.292,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
319,3.286,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
320,20.678,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
321,16.094,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
322,12.39,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
323,12.39,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
324,114.59,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
