bus_i,name,base_kv,ide,area,zone,vm,va
1,北部汽電,34.5,2,1,102,0.99682,-26.7716
2,中部汽電,34.5,2,2,104,1.00437,-8.4978
3,南部汽電,34.5,2,3,103,1.01468,-8.7919
10,核一E,345.0,1,1,2,1.00411,-30.3729
15,核一STB,4.16,1,1,2,1.00411,-30.3729
16,核一STBS,4.16,1,1,2,1.00411,-30.3729
25,核二STR.1,13.8,1,1,2,1.00554,-31.0349
26,核二STR.2,13.8,1,1,2,1.00554,-31.0349
27,核二4.16,4.16,1,1,2,1.00554,-31.0349
28,核二4.16,4.16,1,1,2,1.00554,-31.0349
30,核二E,345.0,1,1,2,1.00554,-31.0349
40,龍門E,345.0,4,1,2,1.0,0.0
51,龍門H,161.0,1,1,2,1.00711,-38.3492
53,龍門SST1,11.4,1,1,2,1.00711,-38.3492
54,龍門#1RAT1,4.2,1,1,2,1.00711,-38.3492
55,龍門#1RA2,4.2,1,1,2,1.00711,-38.3492
56,龍門#1ABT,13.8,1,1,2,1.00711,-38.3492
57,龍門#2RAT1,4.16,1,1,2,1.00711,-38.3492
58,龍門#2RA2,4.16,1,1,2,1.00711,-38.3492
59,龍門#2ABT,13.8,1,1,2,1.00711,-38.3492
100,協和E,345.0,1,1,4,1.00808,-30.7635
103,協和#3,18.0,2,1,102,1.0,-27.4435
104,協和#4,18.0,2,1,102,1.0,-27.534
105,協和TUS1,4.16,1,1,4,1.00808,-30.7635
106,協和TUS2,4.16,1,1,4,1.03393,-30.7635
210,林口E,345.0,1,1,6,0.99817,-25.5147
211,林口#1,25.0,2,1,102,0.97,-15.005
212,林口#2,25.0,2,1,102,0.97,-15.4806
213,林口#3,25.0,2,1,102,0.97,-15.0748
216,林口ST1,13.8,1,1,6,0.98585,-25.5147
217,林口ST1,6.9,1,1,6,0.98585,-25.5147
218,林口ST2,13.8,1,1,6,0.98585,-25.5147
219,林口ST2,6.9,1,1,6,0.98585,-25.5147
220,林口H1,161.0,1,1,6,1.00695,-31.2609
226,林口ET2,33.0,1,1,6,1.00695,-31.2609
227,林口ET3,33.0,1,1,6,1.00695,-31.2609
229,林口煤場L,6.9,1,1,6,1.00695,-31.2609
230,林口H2,161.0,1,1,6,1.00695,-31.2609
233,林口D2,23.9,1,1,6,0.99516,-34.1262
236,林口ET1,33.0,1,1,6,1.00695,-31.2609
238,林口TE13-2,13.8,1,1,6,0.99451,-31.2609
239,林口TE13-3,6.9,1,1,6,0.99451,-31.2609
291,大潭甲H,161.0,1,1,8,1.00347,-25.6699
292,大潭乙H,161.0,1,1,8,1.00347,-25.6699
293,大潭丙H,161.0,1,1,8,1.00347,-25.6699
294,大潭丁H,161.0,1,1,6,1.00308,-28.1908
295,大潭戊H,161.0,1,1,6,1.00308,-28.1908
296,大潭T.1,33.0,1,1,8,1.00347,-25.6699
297,大潭T.2,33.0,1,1,8,1.00347,-25.6699
299,大潭BSGT,13.2,1,1,8,1.00347,-25.6699
300,大潭E,345.0,1,1,8,0.98895,-15.824
301,大潭G1-1,16.5,2,1,102,0.97,-18.0711
302,大潭G1-2,16.5,2,1,102,0.97,-18.0041
303,大潭G1-3,16.5,2,1,102,0.97,-18.0089
304,大潭ST1,18.0,2,1,102,0.97,-18.6905
305,大潭G2-1,16.5,2,1,102,0.97,-18.0387
306,大潭G2-2,16.5,2,1,102,0.97,-18.021
307,大潭G2-3,16.5,2,1,102,0.97,-18.0258
308,大潭ST2,18.0,2,1,102,0.97,-18.6596
309,大潭G3-1,16.0,2,1,102,0.98,-8.9404
310,大潭G3-2,16.0,2,1,102,0.98,-8.885
311,大潭ST3,16.0,2,1,102,0.98,-8.6659
312,大潭G4-1,16.0,2,1,102,0.98,-8.8806
313,大潭G4-2,16.0,2,1,102,0.98,-8.9449
314,大潭ST4,16.0,2,1,102,0.98,-8.6804
315,大潭G5-1,16.0,2,1,102,0.98,-8.9519
316,大潭G5-2,16.0,2,1,102,0.98,-8.8927
317,大潭ST5,16.0,2,1,102,0.98,-8.6844
318,大潭G6-1,16.0,2,1,102,0.98,-8.9449
319,大潭G6-2,16.0,2,1,102,0.98,-8.9048
320,大潭ST6,16.0,2,1,102,0.98,-8.6185
321,大潭G7-1,25.0,2,1,102,0.98,-18.1338
322,大潭G7-2,25.0,2,1,102,0.98,-18.0169
323,大潭ST7,16.0,2,1,102,0.98,-18.2591
324,大潭G8-1,26.0,2,1,102,0.98,-6.6171
325,大潭G8-2,26.0,2,1,102,0.98,-6.5766
326,大潭ST8,26.0,2,1,102,0.98,-5.9564
327,大潭G9-1,26.0,2,1,102,0.98,-19.3938
328,大潭G9-2,26.0,2,1,102,0.98,-19.3739
329,大潭ST9,26.0,2,1,102,0.98,-18.8253
410,碧海H,161.0,1,1,1,1.00947,-32.0993
411,碧海#1,13.8,2,1,102,0.96556,-32.0993
450,石門H,161.0,1,1,7,0.99994,-32.3739
451,石門#1,13.8,2,1,102,0.95646,-32.3739
452,石門#2,13.8,2,1,102,0.95646,-32.3739
511,中火H1,161.0,1,2,15,1.00622,-14.9343
513,中火D1,23.9,1,2,15,1.00643,-14.621
516,中火ET1,33.0,1,2,15,1.00707,-14.9894
517,中火ET2,33.0,1,2,15,1.00732,-15.0131
518,中火ET3,33.0,1,2,15,1.00776,-15.0444
521,中火H2,161.0,1,2,15,1.00622,-14.9343
530,中火北E,345.0,1,2,15,1.0004,-14.4601
531,中火#1,22.0,2,2,15,0.95038,-14.4601
532,中火#2,22.0,2,2,15,0.96,-8.8941
533,中火#3,22.0,2,2,15,0.96,-9.5044
534,中火#4,22.0,2,2,15,0.96,-7.7048
535,中火#5,21.5,2,2,15,0.96,5.3952
536,中火#6,21.5,2,2,15,0.96,4.3633
537,中火#7,21.5,2,2,15,0.96,4.054
538,中火#8,21.5,2,2,15,0.96,4.054
539,中火#9,19.0,2,2,15,0.96,-9.4301
540,中火中E,345.0,1,2,15,1.00272,-1.2882
541,中火#10,19.0,2,2,15,0.96,-7.9377
542,中火GAS#1,13.8,2,2,15,0.96245,-14.9343
543,中火GAS#2,13.8,2,2,15,0.96245,-14.9343
544,中火GAS#3,13.8,2,2,15,0.96245,-14.9343
545,中火GAS#4,13.8,2,2,15,0.96245,-14.9343
546,中火ST.1,6.9,1,2,15,1.0004,-14.4601
547,中火ST.2,6.9,1,2,15,1.0004,-14.4601
548,中火ST.5,6.9,1,2,15,1.0004,-14.4601
550,中火南E,345.0,1,2,15,1.00272,-1.2882
551,台中新G1-1,26.0,2,2,104,0.96,9.1345
552,台中新G1-2,26.0,2,2,104,0.96,9.1596
553,台中新ST1,26.0,2,2,104,0.96,9.1979
554,台中新G2-1,26.0,2,2,104,0.97539,-14.4601
555,台中新G2-2,26.0,2,2,104,0.97539,-14.4601
556,台中新ST2,26.0,2,2,104,0.97539,-14.4601
590,通霄新G3-1,20.0,2,2,10,0.97,-5.0835
591,通霄新G3-2,20.0,2,2,10,0.97,-5.0676
592,通霄新ST3,20.0,2,2,10,0.97,-5.5486
593,通霄新G2-1,20.0,2,2,10,0.97,-4.999
594,通霄新G2-2,20.0,2,2,10,0.97,-5.0644
595,通霄新ST2,20.0,2,2,10,0.97,-5.5319
596,通霄新G1-1,20.0,2,2,10,0.97,-5.0387
597,通霄新G1-2,20.0,2,2,10,0.97,-5.0639
598,通霄新ST1,20.0,2,2,10,0.97,-5.5565
600,通霄甲H1,161.0,1,2,10,1.00824,-18.5363
601,通霄甲H6,161.0,1,2,10,1.00824,-18.5363
610,通霄甲H2,161.0,1,2,10,1.00824,-18.5363
611,通霄乙H3,161.0,1,2,10,1.01242,-18.8161
616,通霄G4-1,13.8,4,2,10,1.0,0.0
617,通霄G4-2,13.8,4,2,10,1.0,0.0
618,通霄G4-3,13.8,4,2,10,1.0,0.0
619,通霄ST4,13.8,4,2,10,1.0,0.0
620,通霄乙H4,161.0,1,2,10,1.01242,-18.8161
621,通霄G5-1,13.8,4,2,10,1.0,0.0
622,通霄G5-2,13.8,4,2,10,1.0,0.0
623,通霄G5-3,13.8,4,2,10,1.0,0.0
624,通霄ST5,13.8,4,2,10,1.0,0.0
625,通霄G6-1,13.8,2,2,10,0.96183,-15.0443
626,通霄G6-2,13.8,2,2,10,0.96192,-15.0784
627,通霄ST6,13.8,2,2,10,0.96188,-14.9098
628,通霄乙H5,161.0,1,2,10,1.01242,-18.8161
650,通霄甲E,345.0,1,2,10,0.9885,-14.2162
652,通霄甲L,69.0,2,2,10,1.0063,-20.1261
656,通霄MT1,11.0,1,2,10,1.00648,-20.2744
657,通霄MT2,11.0,1,2,10,1.00655,-20.2266
660,通霄乙E,345.0,1,2,10,0.9885,-14.2162
662,通霄TT1,33.0,1,2,10,1.01018,-19.2382
663,通霄TT2,33.0,1,2,10,1.01501,-19.5692
664,通霄TT3,33.0,1,2,10,1.01005,-19.2461
665,通霄TT4,33.0,4,2,10,1.0,0.0
691,通霄GAS#1,13.8,2,2,10,0.96438,-18.5363
692,通霄GAS#2,13.8,2,2,10,0.96438,-18.5363
693,通霄GAS#3,13.8,2,2,10,0.96438,-18.5363
694,通霄GAS#4,13.8,2,2,10,0.96438,-18.5363
695,通霄GAS#5,13.8,2,2,10,0.96438,-18.5363
696,通霄GAS#6,13.8,2,2,10,0.96438,-18.5363
697,通霄GAS#1-3,13.8,1,2,10,0.96438,-18.5363
698,通霄GAS#4-6,13.8,1,2,10,0.96438,-18.5363
700,大觀二E,345.0,1,2,19,1.00354,-8.3729
701,大觀二#1,16.5,2,2,104,0.97,-3.9271
702,大觀二#2,16.5,2,2,104,0.97,-3.9271
703,大觀二#3,16.5,2,2,104,1.00354,-8.3729
704,大觀二#4,16.5,2,2,104,1.00354,-8.3729
705,觀二S.T1,6.9,1,2,19,1.00354,-8.3729
706,觀二S.T2,6.9,1,2,19,1.00354,-8.3729
710,明潭E1,345.0,1,2,19,1.00035,-8.0433
711,明潭#1,16.5,2,2,104,0.98425,-3.771
712,明潭#2,16.5,2,2,104,0.98425,-3.771
713,明潭#3,16.5,2,2,104,1.00035,-8.0433
714,明潭#4,16.5,2,2,104,1.00035,-8.0433
715,明潭#5,16.5,2,2,104,1.00035,-8.0433
716,明潭#6,16.5,2,2,104,1.00035,-8.0433
717,明潭S.T1,13.8,1,2,19,1.00035,-8.0433
718,明潭S.T2,13.8,1,2,19,1.00035,-8.0433
720,明潭E2,345.0,1,2,19,1.00035,-8.0433
800,天輪H,161.0,1,2,12,1.0027,-18.396
801,天輪#1,11.0,2,2,12,0.95,-15.8919
802,天輪#2,11.0,2,2,12,0.95,-16.0092
803,天輪#3,11.0,2,2,12,0.95,-15.9989
804,天輪#4,11.0,2,2,12,0.95,-15.5003
805,天輪#5,13.8,2,2,12,0.95,-16.2564
820,谷關H,161.0,1,2,12,1.00183,-17.6745
822,谷關D,23.9,1,2,12,1.00132,-18.0316
825,谷關#1,13.8,2,2,104,0.95,-15.0983
826,谷關#2,13.8,2,2,104,0.95,-15.1003
827,谷關#3,13.8,2,2,104,0.95,-15.1171
828,谷關#4,13.8,2,2,104,0.95,-15.1403
830,青山H,161.0,1,2,11,1.00684,-18.1019
831,青山#1,13.8,2,2,104,0.95,-14.8605
832,青山#2,13.8,2,2,104,0.96304,-18.1019
833,青山#3,13.8,2,2,104,0.95,-14.8375
834,青山#4,13.8,2,2,104,0.96304,-18.1019
835,青山STR,11.9,1,2,11,1.00684,-18.1019
840,德基H,161.0,1,2,12,1.00222,-17.3945
841,德基#1,13.8,2,2,104,0.95865,-17.3945
842,德基#2,13.8,2,2,104,0.95265,-14.8373
843,德基#3,13.8,2,2,104,0.95265,-14.8373
844,德基D,23.9,1,2,12,1.00203,-18.063
850,鉅工H,161.0,1,2,12,1.01044,-13.6711
851,鉅工#1,11.0,2,2,104,0.99,-11.78
852,鉅工#2,11.0,2,2,104,0.99,-11.758
853,鉅工D,23.9,1,2,12,0.99682,-15.3146
860,大觀一H,161.0,1,2,12,1.01048,-13.534
861,大觀一#1,11.0,2,2,104,0.95497,-10.4587
862,大觀一#2,11.0,2,2,104,0.95514,-10.3566
863,大觀一#3,11.0,2,2,104,0.95506,-10.5109
864,大觀一#4,11.0,2,2,104,0.95508,-10.5166
865,大觀一#5,11.0,2,2,104,0.96455,-13.534
870,萬大H,161.0,1,2,12,1.01161,-14.1823
871,萬大#1-2,11.0,2,2,104,0.99,-12.7696
872,萬大L,69.0,1,2,12,1.01749,-14.2254
873,萬大#3,11.0,2,2,104,0.97163,-14.2219
874,萬大#4,13.8,2,2,104,0.99,-13.1266
875,松林H,161.0,1,2,12,1.01058,-14.2659
876,松林#1,13.8,2,2,104,0.96662,-14.2659
877,松林#2,3.5,2,2,104,0.91139,-14.2659
880,卓蘭H,161.0,1,2,11,1.01038,-21.0293
881,卓蘭#1,13.8,2,2,104,0.96309,-17.0602
882,卓蘭#2,13.8,2,2,104,0.96645,-21.0293
883,卓蘭D,23.9,1,2,11,1.00128,-22.5712
890,馬鞍H,161.0,1,2,12,1.00708,-18.9005
891,馬鞍#1,13.8,2,2,104,0.96,-15.6216
892,馬鞍#2,13.8,2,2,104,0.96,-15.6432
1000,核三E,345.0,1,3,36,1.01538,-10.2223
1001,核三#1,25.0,4,3,103,1.0,0.0
1002,核三#2,25.0,4,3,103,1.0,0.0
1007,核三GAS#1,13.8,2,3,103,1.01328,-10.3281
1008,核三GAS#2,13.8,2,3,103,1.01328,-10.3281
1009,核三STR,13.8,1,3,36,1.04141,-10.2223
1020,核三H,161.0,1,3,36,1.01328,-10.3281
1021,核三S.T,13.8,1,3,36,1.05935,-10.3281
1022,核三S.T.1,4.16,1,3,36,1.05936,-10.3281
1023,核三S.T.2,4.16,1,3,36,1.05933,-10.3281
1030,尖山L,69.0,1,3,26,0.99781,-4.7733
1031,尖山#1,13.8,2,3,103,0.97,-2.7752
1032,尖山#2,13.8,2,3,103,0.97,-2.7773
1033,尖山#3,13.8,2,3,103,0.97,-2.7752
1034,尖山#4,13.8,2,3,103,0.97,-2.7671
1035,尖山#5,13.8,2,3,103,0.97,-2.2982
1036,尖山#6,13.8,2,3,103,0.97,-2.2982
1037,尖山#7,13.8,2,3,103,0.97,-2.3032
1038,尖山#8,13.8,2,3,103,0.97,-2.3158
1039,尖山#9,13.8,2,3,103,0.97,-2.2982
1040,尖山#10,13.8,2,3,103,0.97,-2.2856
1041,尖山#11,13.8,2,3,103,0.97,-2.278
1042,尖山#12,13.8,2,3,103,0.97,-2.2982
1043,尖山#1-2,69.0,1,3,26,0.99781,-4.7733
1050,興二E,345.0,1,3,23,1.00635,-6.1758
1051,興二H,161.0,1,3,23,1.00635,-6.1758
1056,興達南新TT1,33.0,1,3,23,1.00635,-6.1758
1057,興達南新TT2,33.0,1,3,23,1.00635,-6.1758
1058,興達南新TT3,33.0,1,3,23,1.00635,-36.1758
1060,興達新G1-1,26.0,2,3,103,0.99,2.3232
1061,興達新G1-2,26.0,2,3,103,0.99,2.3082
1062,興達新ST1,26.0,2,3,103,0.99,2.2992
1063,興達新G2-1,26.0,2,3,103,0.99,2.2992
1064,興達新G2-2,26.0,2,3,103,0.99,2.2992
1065,興達新ST2,26.0,2,3,103,1.0,2.2272
1066,興達新G3-1,26.0,2,3,103,0.98119,-6.1758
1067,興達新G3-2,26.0,2,3,103,0.98119,-6.1758
1068,興達新ST3,26.0,2,3,103,0.98119,-6.1758
1070,興達北E2,345.0,1,3,24,1.01657,-6.6057
1077,興達G1-1,13.8,2,3,103,0.99,-5.4587
1078,興達G1-23,13.8,2,3,103,0.99,0.4966
1079,興達ST1,16.0,2,3,103,0.99,-3.8314
1080,興達北E1,345.0,1,3,24,1.01657,-6.6057
1081,興達#1,18.0,4,3,103,1.0,0.0
1082,興達#2,18.0,4,3,103,1.0,0.0
1083,興達#3,22.0,2,3,103,0.96574,-6.6057
1084,興達#4,22.0,2,3,103,0.96574,-6.6057
1085,興達4.16,4.16,1,3,24,1.01681,-5.303
1087,興達G2-1,13.8,2,3,103,0.99,-5.453
1088,興達G2-23,13.8,2,3,103,0.99,1.0727
1089,興達ST2,16.0,2,3,103,0.99,-3.8091
1090,興達南E,345.0,1,3,24,1.01657,-6.6057
1091,興達G3-1,13.8,2,3,103,0.99,-5.3132
1092,興達G3-23,13.8,2,3,103,0.99,1.2378
1093,興達ST3,16.0,2,3,103,0.99,-3.8124
1094,興達G4-1,13.8,2,3,103,0.99,-5.2715
1095,興達G4-23,13.8,2,3,103,0.99,1.1857
1096,興達ST4,16.0,2,3,103,0.99,-3.841
1097,興達G5-1,13.8,2,3,103,0.99,-5.3162
1098,興達G5-23,13.8,2,3,103,0.99,1.1842
1099,興達ST5,16.0,2,3,103,0.99,-3.841
1100,大林甲H,161.0,1,3,33,1.00518,-13.0908
1101,大林新#1,25.0,3,3,103,0.95,0.0
1102,大林新#2,25.0,2,3,103,0.95,0.066
1105,大林#5,18.0,4,3,103,1.0,0.0
1106,大林#6,21.5,2,3,103,0.95303,-7.2468
1110,大林乙H,161.0,1,3,33,1.00518,-13.0908
1120,大林丙H,161.0,1,3,33,1.01712,-10.9605
1123,大林丙D,23.9,1,3,33,1.00246,-12.5104
1124,大林ST3,4.2,1,3,33,1.01712,-10.9605
1125,大林TE2-2,13.8,1,3,33,1.00518,-13.0908
1126,大林TE2-3,6.9,1,3,33,1.00518,-13.0908
1130,大林E1,345.0,1,3,33,1.00388,-10.4841
1135,大林ET3,33.0,1,3,33,0.94869,-13.2914
1136,大林ET5,33.0,1,3,33,1.01861,-11.0024
1137,大林ET4,33.0,1,3,33,1.00388,-10.4841
1138,大林ET6,33.0,1,3,33,1.00598,-13.5054
1140,大林E2,345.0,1,3,33,1.00388,-10.4841
1141,大林TSU12-1,13.8,1,3,33,1.00388,-10.4841
1142,大林TSU12-2,6.9,1,3,33,1.00388,-10.4841
1200,南火北H,161.0,1,3,32,1.01125,-11.2037
1201,南火G1-1,13.8,2,3,103,0.97,-7.469
1202,南火G1-2,13.8,2,3,103,0.97,-7.5112
1203,南火ST1,13.8,2,3,103,0.97,-8.1428
1204,南火G2-1,13.8,2,3,103,0.97,-7.5051
1205,南火G2-2,13.8,2,3,103,0.97,-7.5081
1206,南火ST2,13.8,2,3,103,0.97,-8.1463
1210,南火南H,161.0,1,3,31,1.00329,-17.0299
1211,南火G3-1,13.8,2,3,103,0.97,-13.2575
1212,南火G3-2,13.8,2,3,103,0.97,-13.3267
1213,南火ST3,13.8,2,3,103,0.97,-13.9616
1214,南火G4,16.0,2,3,103,0.97,-9.966
1400,龍澗L,69.0,1,4,37,1.00544,-16.1055
1401,龍澗G,11.0,2,4,110,0.95517,-16.1055
1497,銅門,69.0,1,4,37,1.00544,-16.1055
1498,銅門#A,69.0,1,4,37,1.00544,-16.1055
1500,冬山E,345.0,1,1,1,1.00362,-28.8934
1501,冬山H,161.0,1,1,1,1.00997,-31.8929
1507,冬山T2,33.0,1,1,1,1.0151,-32.5096
1508,冬山T3,33.0,1,1,1,1.01538,-32.5528
1509,冬山T4,33.0,1,1,1,1.01441,-32.468
1550,汐止E,345.0,1,1,2,1.00417,-31.5966
1551,汐止H,161.0,1,1,2,1.0067,-37.4134
1555,汐止T1,33.0,1,1,2,1.00395,-36.4318
1556,汐止T2,33.0,1,1,2,1.00395,-36.4318
1557,汐止T3,33.0,1,1,2,1.00395,-36.4318
1558,汐止T4,33.0,1,1,2,1.01209,-38.6311
1559,汐止T5,33.0,1,1,2,1.00848,-37.8022
1570,松湖臨E,345.0,1,1,4,1.0001,-31.2133
1571,松湖臨H,161.0,1,1,10,1.00675,-38.1191
1575,松湖臨T1,33.0,1,1,4,1.00848,-38.4197
1580,仙渡E,345.0,1,1,3,1.00192,-29.0954
1581,仙渡H1,161.0,1,1,3,1.00987,-30.43
1583,仙渡D1,23.9,1,1,3,0.99393,-34.8073
1586,仙渡T1,33.0,1,1,3,1.01199,-30.7313
1587,仙渡T2,33.0,1,1,3,1.01195,-30.7276
1591,仙渡H2,161.0,1,1,3,1.0078,-36.7238
1593,仙渡D2,23.9,1,1,3,0.99897,-39.6575
1596,仙渡T3,33.0,1,1,3,1.01282,-38.4535
1601,大安H,161.0,1,1,4,0.99977,-35.3296
1610,大安E,345.0,1,1,4,1.0001,-31.2133
1611,安超H1,161.0,1,1,4,0.99977,-35.3296
1615,大安T1,33.0,1,1,4,1.00055,-35.5267
1616,大安T2,33.0,1,1,4,0.94229,-35.4613
1617,大安T3,33.0,1,1,4,1.00055,-35.5267
1621,安超H2,161.0,1,1,4,0.99977,-35.3296
1650,深美E,345.0,1,1,4,1.00057,-30.8785
1651,深美H1,161.0,1,1,4,0.996,-34.0401
1656,深美T1,33.0,1,1,4,0.99883,-34.758
1657,深美T2,33.0,1,1,4,0.99806,-34.5749
1658,深美T3,33.0,1,1,4,0.99806,-34.5749
1661,深美H2,161.0,1,1,4,0.996,-34.0401
1663,深美D2,23.9,1,1,4,0.9944,-39.0965
1666,深美T4,33.0,1,1,4,0.99903,-34.7666
1667,深美T5,33.0,1,1,4,0.99909,-34.812
1700,板橋E,345.0,1,1,5,0.99549,-30.5566
1701,板超H1,161.0,1,1,5,0.99657,-36.4909
1706,板橋ET1,33.0,1,1,5,0.99759,-36.7541
1707,板橋ET2,33.0,1,1,5,0.99744,-36.7568
1711,板超H2,161.0,1,1,5,0.99657,-36.4909
1716,板橋ET3,33.0,1,1,5,0.99743,-36.753
1717,板橋ET4,33.0,1,1,5,0.99744,-36.758
1718,板橋ET5,33.0,1,1,5,0.99767,-36.7684
1750,頂湖E,345.0,1,1,6,1.00088,-28.3122
1751,頂湖東H,161.0,1,1,6,0.99727,-33.3119
1752,頂湖L,69.0,2,1,6,0.97938,-36.1906
1756,頂湖東ET1,33.0,1,1,6,0.97647,-28.3122
1757,頂湖東ET2,33.0,1,1,6,0.99927,-33.5805
1758,頂湖東ET3,33.0,1,1,6,1.00306,-33.9599
1759,頂湖東ET8,33.0,1,1,6,1.00002,-33.7747
1761,頂湖西H,161.0,1,1,6,0.99949,-34.9252
1766,頂湖西ET4,33.0,1,1,6,1.0045,-36.3145
1767,頂湖西ET5,33.0,1,1,6,1.00506,-36.4626
1768,頂湖西ET6,33.0,1,1,6,1.00482,-36.3884
1769,頂湖南ET7,33.0,1,1,6,1.00427,-36.153
1777,頂湖東MT7,11.0,1,1,6,0.97951,-36.4835
1778,頂湖東MT8,11.0,1,1,6,0.97953,-36.4606
1779,頂湖東MT9,11.0,1,1,6,0.97954,-36.459
1781,頂湖南H,161.0,1,1,6,0.99949,-34.9252
1891,龍潭北H2,161.0,1,1,7,0.99874,-31.8922
1900,龍潭北E,345.0,1,1,7,0.99682,-26.7709
1901,龍潭北H1,161.0,1,1,7,0.99874,-31.8922
1905,龍潭北ET.8,33.0,1,1,7,1.00081,-32.2633
1906,龍潭北ET.1,33.0,1,1,7,0.99692,-31.1959
1907,龍潭北ET.2,33.0,1,1,7,0.99692,-31.1959
1908,龍潭北ET.3,33.0,1,1,7,0.99692,-31.1959
1909,龍潭北ET.4,33.0,1,1,7,0.9974,-31.3434
1910,龍潭南E,345.0,1,1,8,0.98745,-23.8614
1911,龍潭南H,161.0,1,1,8,0.9985,-25.1556
1917,龍潭南ET.7,33.0,1,1,8,0.96337,-23.8614
1918,龍潭南ET.5,33.0,1,1,8,0.99392,-24.977
1919,龍潭南ET.6,33.0,1,1,8,0.99409,-24.9824
1930,竹園E,345.0,1,2,9,0.97978,-23.6833
1931,竹園H1,161.0,1,2,9,1.01488,-29.2965
1936,竹園ET.1,33.0,1,2,9,1.03308,-23.1047
1937,竹園ET.2,33.0,1,2,9,1.03135,-23.6833
1938,竹園ET.3,33.0,1,2,9,1.01331,-30.3235
1941,竹園H2,161.0,1,2,9,1.01488,-29.2965
1946,竹園ET.4,33.0,1,2,9,1.01332,-30.3192
1947,竹園ET.5,33.0,1,2,9,1.01335,-30.3186
1948,竹園ET.6,33.0,1,2,9,1.01394,-30.2472
2000,峨眉E,345.0,1,2,10,0.9837,-22.2257
2001,峨眉H,161.0,1,2,10,1.00955,-24.0497
2003,峨眉D,23.9,1,2,10,0.99484,-25.2382
2005,峨眉ET.1,33.0,1,2,10,1.0101,-24.3904
2006,峨眉ET.5,33.0,1,2,10,1.00984,-24.1593
2007,峨眉ET.2,33.0,1,2,10,1.00892,-22.2257
2008,峨眉ET.3,33.0,1,2,10,1.00953,-23.7369
2009,峨眉ET.4,33.0,1,2,10,1.00953,-23.7369
2030,竹工E,345.0,1,1,8,0.9867,-21.313
2031,竹工H1,161.0,1,1,8,1.00116,-25.7366
2032,竹工D1,23.9,1,1,8,0.99943,-25.5133
2036,竹工ET3,33.0,1,1,8,1.00163,-25.7822
2041,竹工H2,161.0,1,1,8,1.00116,-25.7366
2042,竹工D2,23.9,1,1,8,1.00147,-24.7074
2046,竹工ET4,33.0,1,1,8,1.00127,-25.723
2047,竹工ET5,33.0,1,1,8,1.00166,-25.7734
2060,義和E,345.0,1,2,10,0.98759,-17.4727
2100,天輪E,345.0,1,2,12,1.00311,-19.9085
2108,天輪ET1,33.0,1,2,12,1.00252,-18.2506
2109,天輪ET2,33.0,1,2,12,1.00257,-18.2545
2130,后里E,345.0,1,2,11,0.9899,-17.597
2131,后里東H,161.0,1,2,11,1.00959,-20.1927
2133,后里東D,23.9,1,2,11,0.99601,-21.4986
2137,后里東ET4,33.0,1,2,11,0.96115,-20.5669
2138,后里東ET5,33.0,1,2,11,0.96141,-20.5803
2139,后里東ET6,33.0,1,2,11,1.0115,-20.6272
2141,后里西H,161.0,1,2,11,1.00762,-20.4723
2143,后里西D,23.9,1,2,11,1.00482,-22.248
2147,后里西ET1,33.0,1,2,11,1.00778,-20.6152
2148,后里西ET2,33.0,1,2,11,1.00678,-21.0779
2149,后里西ET3,33.0,1,2,11,1.00674,-21.1354
2150,中港E,345.0,1,2,13,0.99811,-15.365
2151,中港H1,161.0,1,2,13,0.99789,-22.4658
2156,中港ET1,33.0,1,2,13,0.99471,-21.6185
2157,中港ET2,33.0,1,2,13,0.99471,-21.6185
2161,中港H2,161.0,1,2,13,0.99789,-22.4658
2162,中港L,69.0,2,2,13,1.00924,-25.3458
2164,中港ET3,33.0,1,2,13,0.9947,-21.6167
2165,中港ET4,33.0,1,2,13,0.99435,-21.532
2166,中港ET5,33.0,1,2,13,0.99359,-21.3883
2167,中港MT6,11.0,1,2,13,1.01089,-25.59
2168,中港MT8,11.0,1,2,13,1.01139,-25.6825
2169,中港MT9,11.0,1,2,13,1.01078,-25.5667
2170,中科E,345.0,1,2,14,0.99577,-15.7692
2171,中科H1,161.0,1,2,14,1.00677,-19.5271
2173,中科D1,23.9,1,2,14,0.99514,-22.4229
2176,中科ET1,33.0,2,2,14,1.0061,-19.9125
2177,中科ET2,33.0,1,2,14,1.00534,-20.1659
2178,中科ET3,33.0,1,2,14,1.00636,-19.8056
2181,中科H2,161.0,1,2,14,1.00677,-19.5271
2183,中科D2,23.9,1,2,14,0.9992,-22.0896
2186,中科ET4,33.0,1,2,14,1.00643,-19.7886
2187,中科ET5,33.0,1,2,14,1.00651,-19.7691
2188,中科ET6,33.0,1,2,14,1.0068,-19.7173
2200,霧峰E,345.0,1,2,12,1.00163,-11.534
2201,霧峰H,161.0,1,2,12,1.00879,-17.0268
2202,霧峰L,69.0,2,2,12,1.00079,-20.3816
2203,霧峰D,23.9,1,2,12,0.99811,-22.0476
2206,霧峰ET1,33.0,1,2,12,1.01612,-17.9435
2207,霧峰ET2,33.0,1,2,12,1.01593,-17.9135
2208,霧峰ET3,33.0,1,2,12,1.01628,-17.956
2216,霧峰MT1,11.0,1,2,12,1.00173,-20.5837
2217,霧峰MT2,11.0,1,2,12,1.002,-20.7152
2218,霧峰MT3,11.0,1,2,12,1.00191,-20.6275
2300,彰濱E,345.0,1,2,16,1.00511,-1.0246
