bus_i,name,base_kv,ide,area,zone,vm,va
25504,文心光D,23.9,2,2,104,0.99523,-27.5775
25506,豐原光D1,23.9,2,2,104,1.00285,-25.9459
25522,大雅光D,23.9,2,2,104,0.99617,-26.9902
25524,潭寶光D,23.9,2,2,104,0.99836,-25.0663
25526,上城光D,23.9,2,2,104,1.00308,-19.8006
25530,新社光D,23.9,2,2,104,0.99878,-21.0267
25538,昌平光D,23.9,2,2,104,0.9965,-25.629
25542,豐洲光D,23.9,2,2,104,1.00304,-22.9202
25546,中沙光D,23.9,2,2,104,0.99845,-26.5977
25602,塗城光D,23.9,2,2,104,0.99558,-19.7118
25604,十甲光D,23.9,2,2,104,1.00104,-22.9602
25606,建平光D,23.9,2,2,104,1.00079,-22.4991
25610,健民光D2,23.9,2,2,104,0.99821,-22.214
25612,茄荖光D,23.9,2,2,104,0.99805,-21.6816
25616,中華光D,23.9,2,2,104,1.0,-21.9817
25618,大坑光D,23.9,2,2,104,1.06879,-17.9641
25626,水湳光D,23.9,2,2,104,0.99759,-28.458
25628,太平光D,23.9,2,2,104,0.99568,-21.2341
25638,北柳光D,23.9,2,2,104,0.99535,-21.8752
25644,中西光D,23.9,2,2,104,1.00415,-22.5042
25648,九峰光D,23.9,2,2,104,1.0019,-18.4729
25652,黎明光D,23.9,2,2,104,1.00046,-28.3233
25654,國安光D,23.9,2,2,104,0.99822,-25.8614
25656,工甲光D,23.9,2,2,104,1.00286,-27.1665
25658,工乙光D,23.9,2,2,104,1.0051,-26.7018
25660,明秀光D,23.9,2,2,104,1.0012,-26.7487
25664,忠明光D,23.9,2,2,104,0.99915,-28.9534
25666,英才光D,23.9,2,2,104,1.00733,-27.6012
25668,豐樂光D,23.9,2,2,104,0.99881,-28.9578
25670,烏日光D,23.9,2,2,104,1.00848,-27.5713
25672,南屯光D,23.9,2,2,104,1.00583,-29.5234
25682,外埔光D,23.9,2,2,104,0.99494,-23.3224
25684,港工光D,23.9,2,2,104,1.00813,-15.8811
25686,機科光D,23.9,2,2,104,1.00924,-26.5048
25694,學田光D,23.9,2,2,104,0.99847,-26.8585
25778,航太光D,23.9,2,2,104,0.99217,-22.6888
25788,德義光D,23.9,2,2,104,1.00143,-22.6169
25790,海尾光D,23.9,2,2,104,1.00389,-18.6488
25802,線西光D,23.9,2,2,104,0.99919,-4.4627
25810,鹿東光D,23.9,2,2,104,1.00743,-2.915
25812,鹿西光D,23.9,2,2,104,1.00315,-4.0118
25818,漢寶光D,23.9,2,2,104,1.00435,-1.8737
25820,草港光D,23.9,2,2,104,0.99953,-4.4998
25842,大城光D,23.9,2,2,104,1.00344,-5.0127
25852,彰新光D,23.9,2,2,104,1.00089,-8.1748
25854,大霞光D,23.9,2,2,104,1.00174,-8.0813
25856,福興光D,23.9,2,2,104,1.00235,-7.428
25864,彰竹光D,23.9,2,2,104,1.00313,-7.1767
25902,員林光D,23.9,2,2,104,1.00127,-14.9857
25904,花壇光D,23.9,2,2,104,0.99988,-14.1748
25906,員東光D,23.9,2,2,104,1.00489,-14.652
25910,田中光D,23.9,2,2,104,1.00327,-14.1092
25914,藍城光D,23.9,2,2,104,0.99964,-15.8051
25916,投中光D,23.9,2,2,104,1.00231,-14.1354
25942,台西光D,23.9,2,3,103,0.99753,-2.3315
25944,四湖光D,23.9,2,3,103,0.99536,-1.6904
25948,宜梧光D,23.9,2,3,103,1.00972,-5.5261
25956,下營光D,23.9,2,3,103,0.99894,2.9977
25958,北門光D,23.9,2,3,103,1.10543,1.9475
25976,太鐵光D,23.9,2,3,103,1.0015,-2.2199
25978,義竹光D,23.9,2,3,103,0.99181,2.8994
25980,虎菁光D,23.9,2,3,103,0.99602,-12.3888
25984,虎科光D,23.9,2,3,103,1.00212,-9.9802
25996,斗六光D,23.9,2,3,103,0.99868,-12.4026
25998,榴中光D,23.9,2,3,103,0.99564,-12.612
26004,北回光D,23.9,2,3,103,0.99585,-3.0618
26010,斗工光D,23.9,2,3,103,0.99622,-11.7963
26012,北勢光D,23.9,2,3,103,1.00224,-13.1872
26018,柳營光D,23.9,2,3,103,0.99981,-0.8032
26024,仁愛光D,23.9,2,3,103,0.99429,-1.7246
26034,斗南光D,23.9,2,3,103,0.99549,-10.9654
26040,糠榔光D,23.9,2,3,103,0.99327,0.2138
26044,王行光D,23.9,2,3,103,1.00373,-12.4643
26056,小北光D,23.9,2,3,103,1.00162,-17.0834
26060,鹽行光D,23.9,2,3,103,0.9994,-16.2436
26064,新化光D,23.9,2,3,103,1.00478,-13.3075
26068,府城光D,23.9,2,3,103,1.00442,-13.9956
26072,和順光D,23.9,2,3,103,1.00585,-14.9008
26074,三竹光D,23.9,2,3,103,0.99756,-13.3849
26076,豐華光D,23.9,2,3,103,1.00516,-13.8814
26080,忠孝光D,23.9,2,3,103,1.00956,-16.4078
26084,南濱光D,23.9,2,3,103,1.00147,-12.3024
26086,鹿耳光D,23.9,2,3,103,0.99839,-15.7619
26096,道爺光D1,23.9,2,3,103,0.99878,-14.2916
26098,道爺光D2,23.9,2,3,103,1.0005,-13.0103
26106,仁德光D,23.9,2,3,103,1.00648,-15.9017
26108,延平光D,23.9,2,3,103,1.00314,-20.2475
26110,裕農光D,23.9,2,3,103,1.00203,-15.2788
26112,保定光D,23.9,2,3,103,1.00658,-9.6103
26116,嘉峰光D,23.9,2,3,103,1.00182,-11.031
26120,北嶺光D,23.9,2,3,103,1.00958,-13.4183
26126,二甲光D,23.9,2,3,103,1.00079,-13.6719
26128,岡工光D,23.9,2,3,103,1.0038,-13.8376
26130,竹嶺光D,23.9,2,3,103,1.00651,-11.6852
26140,路園光D,23.9,2,3,103,1.00321,-13.5215
26162,楠梓光D,23.9,2,3,103,1.00091,-20.541
26164,楠旗光D,23.9,2,3,103,1.00596,-18.8108
26166,加昌光D,23.9,2,3,103,1.00222,-24.2904
26170,後勁光D,23.9,2,3,103,1.00047,-20.4491
26204,北營光D,23.9,2,3,103,1.00563,-20.7286
26208,屏山光D,23.9,2,3,103,0.99915,-19.5448
26218,美山光D,23.9,2,3,103,1.00941,-20.8238
26220,鳳山光D,23.9,2,3,103,0.99977,-21.4717
26224,旗山光D,23.9,2,3,103,0.99833,-12.205
26228,九曲光D,23.9,2,3,103,1.00686,-19.4077
26234,社灣光D,23.9,2,3,103,1.00911,-19.1963
26236,仕豐光D,23.9,2,3,103,1.00799,-17.2084
26302,龍子光D,23.9,2,3,103,1.00901,-23.1987
26306,同盟光D,23.9,2,3,103,1.00023,-23.0538
26310,內惟光D,23.9,2,3,103,1.00909,-18.878
26312,三民光D,23.9,2,3,103,1.00879,-20.9979
26318,西甲光D,23.9,2,3,103,1.00225,-21.9371
26320,鎮北光D,23.9,2,3,103,1.00974,-22.4975
26322,中島光D,23.9,2,3,103,1.00457,-20.8478
26330,中加光D,23.9,2,3,103,0.99814,-20.5057
26354,凱旋光D,23.9,2,3,103,1.00019,-16.4601
26362,四維光D,23.9,2,3,103,1.00463,-14.8961
26368,臨海光D,23.9,2,3,103,0.99943,-14.6064
26370,貴陽光D,23.9,2,3,103,1.00806,-12.3308
26372,經貿光D,23.9,2,3,103,1.0023,-15.7063
26408,過埤光D,23.9,2,3,103,1.00932,-14.3496
26410,鳳農光D,23.9,2,3,103,0.99755,-13.8343
26452,西屏光D,23.9,2,3,103,0.99771,-14.0295
26456,南屏光D,23.9,2,3,103,1.00663,-13.8304
26458,農一光D,23.9,2,3,103,1.00004,-12.0718
26512,潮東光D,23.9,2,3,103,1.00036,-11.1058
26514,東港光D,23.9,2,3,103,1.00157,-9.8134
26516,佳源光D,23.9,2,3,103,1.00536,-10.2785
26522,加一光D,23.9,2,3,103,1.00134,-12.241
27002,知本光D,23.9,2,4,110,0.99307,-11.8444
27004,大武光D,23.9,2,4,110,1.00269,-11.2018
27006,東成光D,23.9,2,4,110,0.99673,-11.9599
27012,勝安光D,23.9,2,4,110,1.00049,-17.8852
27014,池上光D,23.9,2,4,110,0.99355,-11.8886
27020,玉里光D,23.9,2,4,110,1.00254,-11.9613
27022,豐里光D,23.9,2,4,110,0.99961,-14.5062
27024,鹿野光D,23.9,2,4,110,1.00417,-12.123
27030,馬蘭光D,23.9,2,4,110,0.99929,-14.6978
27032,壽豐光D,23.9,2,4,110,0.99781,-13.5975
32100,海洋離風H,161.0,1,2,10,1.0129,-24.9045
32101,海洋離風M1,33.0,1,2,10,1.0135,-24.5578
32102,海洋離風M2,33.0,1,2,10,1.01371,-24.579
32111,海洋離風M1-1,33.0,1,2,10,1.01363,-24.4896
32112,海洋離風M1-2,33.0,1,2,10,1.01371,-24.4883
32113,海洋離風M2-1,33.0,1,2,10,1.01385,-24.5063
32114,海洋離風M2-2,33.0,1,2,10,1.01394,-24.5155
32121,海洋離風G1,0.75,2,2,104,0.93206,-24.2166
32122,海洋離風G2,0.75,2,2,104,0.93214,-24.216
32123,海洋離風G3,0.75,2,2,104,0.93227,-24.2334
32124,海洋離風G4-1,0.75,2,2,104,0.93236,-24.2437
32125,海洋離風G4-2,0.75,2,2,104,0.93235,-24.2396
32130,海能離風H,161.0,1,2,10,1.01308,-24.9111
32140,海能離風M,69.0,1,2,10,1.02828,-24.4456
32141,海能離風M1,69.0,1,2,10,1.03678,-24.2963
32142,海能離風M2,69.0,1,2,10,1.03961,-24.3003
32143,海能離風M3,69.0,1,2,10,1.03456,-24.3206
32144,海能離風M4,69.0,1,2,10,1.04009,-24.3034
32151,海能離風G1,0.69,2,2,104,1.03133,-23.8757
32152,海能離風G2,0.69,2,2,104,1.03423,-23.9169
32153,海能離風G3,0.69,2,2,104,1.0292,-23.933
32154,海能離風G4,0.69,2,2,104,1.03471,-23.9203
32160,大離風H,161.0,1,2,18,1.00647,-7.5841
32161,大離風M1,33.0,1,2,18,0.97381,-7.0914
32162,大離風M1-1,33.0,1,2,18,0.98279,-6.7242
32163,大離風M1-2,33.0,1,2,18,0.98237,-6.6278
32164,大離風G1-1,1.8,2,2,104,0.98084,-6.103
32165,大離風G1-2,1.8,2,2,104,0.98041,-6.0056
32171,大離風M2,33.0,1,2,18,0.97456,-7.1331
32172,大離風M2-1,33.0,1,2,18,0.98416,-6.7658
32173,大離風M2-2,33.0,1,2,18,0.98366,-6.7664
32174,大離風G2-1,1.8,2,2,104,0.98221,-6.1464
32175,大離風G2-2,1.8,2,2,104,0.98171,-6.1464
32190,沃一離風H1,161.0,1,2,13,1.00581,-0.5299
32191,沃一離風H2,161.0,1,2,13,1.00581,-0.5294
32192,沃一離風HH1,230.0,1,2,13,1.00621,-0.1295
32193,沃一離風HH2,230.0,1,2,13,1.01204,-0.0744
32194,沃一離風HH3,230.0,1,2,13,1.00616,-0.1175
32195,沃一離風HH4,230.0,1,2,13,1.012,-0.0582
32196,沃一離風MH1,22.8,1,2,13,1.00547,-0.6261
32197,沃一離風MH2,22.8,1,2,13,1.00549,-0.608
32198,沃一離風M1,66.0,1,2,13,1.01043,0.3795
32199,沃一離風M2,66.0,1,2,13,1.01035,0.4082
32200,沃一離風M1-1,66.0,1,2,13,1.01043,0.3795
32201,沃一離風M1-2,66.0,1,2,13,1.01043,0.3795
32202,沃一離風M2-1,66.0,1,2,13,1.01035,0.4082
32203,沃一離風M2-2,66.0,1,2,13,1.01035,0.4082
32204,沃一離風G1-1,0.69,2,2,104,1.00948,0.7854
32205,沃一離風G1-2,0.69,2,2,104,1.00948,0.7852
32206,沃一離風G1-3,0.69,2,2,104,1.00948,0.7844
32207,沃一離風G1-4,0.69,2,2,104,1.00948,0.7852
32208,沃一離風G1-5,0.69,2,2,104,1.00948,0.7852
32210,沃一離風G2-1,0.69,2,2,104,1.0094,0.8141
32211,沃一離風G2-2,0.69,2,2,104,1.0094,0.8141
32213,沃一離風G2-4,0.69,2,2,104,1.0094,0.8141
32214,沃一離風G2-5,0.69,2,2,104,1.0094,0.8142
32215,沃一離風G2-6,0.69,2,2,104,1.0094,0.8142
32220,沃二離風H,161.0,1,2,13,1.00579,-0.5277
32221,沃二離風HH0,230.0,1,2,13,1.00546,-0.1344
32222,沃二離風MT,22.8,1,2,13,1.00563,-0.6253
32224,沃二離風HH2,230.0,1,2,13,1.01305,-0.0618
32240,沃二離風M2,66.0,1,2,13,1.01146,0.3851
32241,沃二離風M2-1,66.0,1,2,13,1.01146,0.3851
32242,沃二離風M2-2,66.0,1,2,13,1.01146,0.3851
32243,沃二離風G2-1,0.69,2,2,104,1.01049,0.7963
32244,沃二離風G2-2,0.69,2,2,104,1.01049,0.7963
32245,沃二離風G2-3,0.69,2,2,104,1.0105,0.7954
32246,沃二離風G2-4,0.69,2,2,104,1.0105,0.7954
32247,沃二離風G2-5,0.69,2,2,104,1.01035,0.8541
32248,沃二離風G2-6,0.69,2,2,104,1.01049,0.7963
32250,芳一離風H,161.0,1,2,13,1.0058,-0.5489
32251,芳一離風M,66.0,1,2,13,1.02513,-0.1988
32261,芳一離風M1,66.0,1,2,13,1.03299,-0.0233
32271,芳一離風G,0.64,2,2,104,1.03251,0.3072
32280,芳二離風H1,161.0,1,2,13,1.00017,-22.0653
32281,芳二離風H2,161.0,1,2,13,1.00017,-22.0653
32282,芳二離風M1,66.0,1,2,13,1.01924,-21.5957
32283,芳二離風M2,66.0,1,2,13,1.01924,-21.5957
32291,芳二離風M1-1,66.0,1,2,13,1.03059,-21.4091
32292,芳二離風M1-2,66.0,1,2,13,1.03234,-21.4093
32293,芳二離風M1-3,66.0,1,2,13,1.02794,-21.4382
32294,芳二離風M2-1,66.0,1,2,13,1.02857,-21.4377
32295,芳二離風M2-2,66.0,1,2,13,1.02932,-21.4373
32296,芳二離風M2-3,66.0,1,2,13,1.0303,-21.7135
32301,芳二離風G1,0.64,2,2,104,1.0301,-21.0772
32302,芳二離風G2,0.64,2,2,104,1.03185,-21.0785
32303,芳二離風G3,0.64,2,2,104,1.02745,-21.1046
32304,芳二離風G4,0.64,2,2,104,1.02808,-21.1045
32305,芳二離風G5,0.64,2,2,104,1.02883,-21.1046
32306,西島離風G,0.64,2,2,104,1.02981,-21.3809
32310,海龍二A風H,161.0,1,2,13,1.00557,-22.0771
32311,海龍二A風HH1,230.0,1,2,13,1.08164,-21.7887
32312,海龍二A風HH2,230.0,1,2,13,1.10908,-22.1009
32313,海龍二A風M,66.0,1,2,13,1.11548,-21.7223
32321,海龍二A風M1,66.0,1,2,13,1.11597,-21.6781
32322,海龍二A風M2,66.0,1,2,13,1.11592,-21.6805
32323,海龍二A風M3,66.0,1,2,13,1.11554,-21.7125
32324,海龍二A風M4,66.0,1,2,13,1.11567,-21.706
32325,海龍二A風M5,66.0,1,2,13,1.11644,-21.6637
32331,海龍二A風G1,0.7,2,2,104,1.11493,-21.2635
32332,海龍二A風G2,0.7,2,2,104,1.11488,-21.2659
32333,海龍二A風G3,0.7,2,2,104,1.1145,-21.2976
32334,海龍二A風G4,0.69,2,2,104,1.11515,-21.4983
32335,海龍二A風G5,0.69,2,2,104,1.1154,-21.2495
32340,中能風H1,161.0,1,2,13,1.00012,-22.0653
32341,中能風H2,161.0,1,2,13,1.00013,-22.0654
32342,中能風M1,66.0,1,2,13,1.0311,-21.662
32343,中能風M1-1,66.0,1,2,13,1.04993,-21.7911
32344,中能風M1-2,66.0,1,2,13,1.05503,-21.9028
32345,中能風G1,0.64,2,2,104,1.04901,-21.4381
32346,中能風G2,0.64,2,2,104,1.05412,-21.5532
32347,中能風M2,66.0,1,2,13,1.0329,-21.6945
32348,中能風M2-1,66.0,1,2,13,1.05747,-21.9352
32349,中能風M2-2,66.0,1,2,13,1.05501,-21.9361
32350,中能風G3,0.64,2,2,104,1.05656,-21.5872
32351,中能風G4,0.64,2,2,104,1.05411,-21.587
32370,海龍二B風H,161.0,1,2,16,1.00641,-0.6148
32371,海龍二B風HH1,230.0,1,2,16,1.22197,-0.1045
32372,海龍二B風HH2,230.0,1,2,16,1.25205,-0.4652
32373,海龍二B風M,66.0,1,2,16,1.2593,-0.1782
32374,海龍二B風M1,66.0,1,2,16,1.25946,-0.1632
32375,海龍二B風M2,66.0,1,2,16,1.25974,-0.1482
32376,海龍二B風M3,66.0,1,2,16,1.26004,-0.1406
32377,海龍二B風M4,66.0,1,2,16,1.25955,-0.1702
32378,海龍二B風MH1,22.1,1,2,16,1.23843,0.001
32379,海龍二B風G1,0.69,2,2,104,1.25855,0.1623
32380,海龍二B風G2,0.69,2,2,104,1.25882,0.1771
32381,海龍二B風G3,0.69,2,2,104,1.25912,0.1845
32382,海龍二B風G4,0.69,2,2,104,1.25864,0.1552
32400,海龍三A風H,161.0,1,2,16,1.00682,-0.5499
32401,海龍三A風HH1,230.0,1,2,16,1.15857,-0.5822
32402,海龍三A風HH2,230.0,1,2,16,1.22759,-1.5206
32403,海龍三A風M,66.0,1,2,16,1.23516,-1.2581
32404,海龍三A風M1,66.0,1,2,16,1.23543,-1.2322
32405,海龍三A風M2,66.0,1,2,16,1.23548,-1.23
32406,海龍三A風M3,66.0,1,2,16,1.23657,-1.2074
32407,海龍三A風M4,66.0,1,2,16,1.23594,-1.2368
32408,海龍三A風G1,0.69,2,2,104,1.2345,-0.894
32409,海龍三A風G2,0.69,2,2,104,1.2347,-0.9477
32410,海龍三A風G3,0.69,2,2,104,1.23579,-0.9255
32411,海龍三A風G4,0.69,2,2,104,1.23501,-0.8989
32412,海龍三B風H,161.0,1,2,16,1.0068,-0.5499
32413,海龍三B風HH1,230.0,1,2,16,1.15631,-0.5729
32414,海龍三B風HH2,230.0,1,2,16,1.22446,-1.4989
32415,海龍三B風M,66.0,1,2,16,1.23048,-1.2333
32416,海龍三B風M1,66.0,1,2,16,1.23075,-1.2072
32417,海龍三B風M2,66.0,1,2,16,1.23084,-1.2038
32418,海龍三B風M3,66.0,1,2,16,1.23109,-1.1962
32419,海龍三B風M4,66.0,1,2,16,1.23099,-1.2148
32420,海龍三B風G1,0.69,2,2,104,1.22981,-0.8664
32421,海龍三B風G2,0.69,2,2,104,1.2299,-0.8631
32422,海龍三B風G3,0.69,2,2,104,1.23027,-0.8545
32423,海龍三B風G4,0.69,2,2,104,1.23017,-0.8731
32430,彰海風H,161.0,1,2,13,1.0,-22.0671
32460,沃南風E,345.0,1,2,16,1.0051,-0.9363
32461,沃南風HH1,230.0,1,2,16,1.02604,-0.4956
32462,沃南風HH2,230.0,1,2,16,1.03807,-0.4876
32464,沃南風M1,66.0,1,2,16,1.04629,-0.017
32465,沃南風M2,66.0,1,2,16,1.04706,0.0267
32472,沃南風MH1,22.8,1,2,16,1.0258,-0.4607
32473,沃南風G1,0.69,2,2,104,0.99705,12.0565
32490,沃四風E1,345.0,1,2,16,1.00551,-0.9341
32491,沃四風E2,345.0,1,2,16,1.00551,-0.9341
32492,沃四風HH1,230.0,1,2,16,1.07431,-0.6071
32493,沃四風HH2,230.0,1,2,16,1.07548,-0.6055
32494,沃四風HH3,230.0,1,2,16,1.09578,-0.8272
32495,沃四風HH4,230.0,1,2,16,1.0972,-0.8296
32496,沃四風M1,66.0,1,2,16,1.10187,-0.4549
32497,沃四風M2,66.0,1,2,16,1.10374,-0.4584
32498,沃四風M3,66.0,1,2,16,1.10237,-0.4306
32499,沃四風M4,66.0,1,2,16,1.1042,-0.4376
32501,沃四風MH1,22.8,1,2,16,1.08101,-0.5511
32502,沃四風MH2,22.8,1,2,16,1.08022,-0.559
32503,沃四風G1,0.69,2,2,104,1.10133,-0.0079
32504,沃四風G2,0.69,2,2,104,1.10317,-0.0162
37200,允西離風H,161.0,1,3,40,1.01623,-4.7943
37201,允西離風M1,66.0,1,3,40,1.0151,-4.4671
37202,允西離風M2,66.0,1,3,40,1.01497,-4.4317
37211,允西離風M1-1,66.0,1,3,40,1.01557,-4.3642
37212,允西離風M1-2,66.0,1,3,40,1.01569,-4.3423
37213,允西離風M1-3,66.0,1,3,40,1.01576,-4.3025
37214,允西離風M2-1,66.0,1,3,40,1.01567,-4.2536
37215,允西離風M2-2,66.0,1,3,40,1.01566,-4.262
37216,允西離風M2-3,66.0,1,3,40,1.01566,-4.2746
37221,允西離風G1,0.69,2,3,40,1.01413,-3.9702
37222,允西離風G2,0.69,2,3,40,1.01425,-3.9483
37223,允西離風G3,0.69,2,3,40,1.01432,-3.9092
37224,允西離風G4,0.69,2,3,40,1.01423,-3.8602
37225,允西離風G5,0.69,2,3,40,1.01422,-3.8687
37226,允西離風G6,0.69,2,3,40,1.01422,-3.8813
37230,允湖離風H,161.0,1,3,40,1.01956,-4.8636
37231,允湖離風M1,66.0,1,3,40,1.0459,-4.5305
37232,允湖離風M2,66.0,1,3,40,1.04543,-4.5243
37233,允湖離風M3,66.0,1,3,40,1.0449,-4.5209
37234,允湖離風M4,66.0,1,3,40,1.04454,-4.5408
37235,允湖離風M5,66.0,1,3,40,1.04672,-4.5308
37236,允湖離風M6,66.0,1,3,40,1.0439,-4.5357
37240,允湖離風M0,66.0,1,3,40,1.04049,-4.5553
37241,允湖離風G1,0.69,2,3,103,1.04456,-4.159
37242,允湖離風G2,0.69,2,3,103,1.04409,-4.1525
37243,允湖離風G3,0.69,2,3,103,1.04356,-4.1487
37244,允湖離風G4,0.69,2,3,103,1.0432,-4.1676
37245,允湖離風G5,0.69,2,3,103,1.04538,-4.1598
37246,允湖離風G6,0.69,2,3,103,1.04255,-4.162
40000,林口風H,161.0,1,1,6,1.00695,-31.2608
40001,林口風G,22.8,2,1,102,1.00606,-30.9671
40030,大潭風H,161.0,1,1,8,1.00348,-25.6698
40031,大潭風G,22.8,2,1,102,1.00241,-25.3282
40060,觀威風H,161.0,1,1,8,1.00344,-25.6844
40061,觀威風G,22.8,2,1,102,1.00218,-25.2911
40090,彰品風H,161.0,1,2,18,1.00647,-7.584
40091,彰品風G,22.8,2,2,104,1.00639,-7.558
41500,彰工IV風G,23.9,2,2,104,0.96266,3.595
41530,彰風一H,161.0,1,2,16,1.00926,-1.8164
41531,彰風一G,23.9,2,2,104,1.0077,-1.3226
41560,彰風二H,161.0,1,2,16,1.0092,-1.8883
41561,彰風二G,22.8,2,2,104,1.00747,-1.3289
41590,彰英風H,161.0,1,2,16,0.99354,6.0891
41591,彰英風G,22.8,2,2,104,0.99232,6.4291
41620,鹿英風H,161.0,1,2,16,1.00973,-2.359
41621,鹿英風G,22.8,2,2,104,1.00878,-2.0983
41650,王功風H,161.0,1,2,16,1.0106,-3.1385
41651,王功風G,22.8,2,2,104,1.00948,-2.7833
41680,苗英風H,161.0,1,2,10,1.00563,-21.9346
41681,苗英風G,22.8,2,2,104,1.00432,-21.503
41710,東電風H,161.0,1,2,10,1.00542,-21.9444
41711,東電風G,22.8,2,2,104,1.0045,-21.6112
41740,香風H,161.0,1,2,10,1.01037,-24.6577
41741,香風G,22.8,2,2,104,1.00951,-24.3847
45400,湖風H,161.0,1,3,40,1.01818,-4.8785
45401,湖風G,22.8,2,3,103,1.01627,-4.2664
45430,創維風H,161.0,1,3,40,1.01614,-4.8138
45431,創維風M1,22.8,1,3,40,1.02115,-4.4051
45432,創維風M2,22.8,1,3,40,1.02123,-4.3754
45433,創維風M3,22.8,1,3,40,1.02127,-4.3585
45434,創維風M4,22.8,1,3,40,1.02103,-4.4476
45440,創維風M0,22.8,1,3,40,1.01994,-4.501
45441,創維風G1-1,0.75,2,3,103,0.88446,-4.0854
45442,創維風G1-2,0.8,2,3,103,0.91841,-4.0872
45443,創維風G2,0.75,2,3,103,0.88453,-4.0557
45445,創維風G3-1,0.75,2,3,103,0.88458,-4.0451
45446,創維風G3-2,0.8,2,3,103,0.91852,-4.0401
45447,創維風G4-1,0.75,2,3,103,0.88436,-4.1278
50500,彰光H,161.0,1,2,16,1.00931,-1.7664
50501,彰光G,23.9,2,2,104,0.96266,3.595
50520,崙尾光H,161.0,1,2,16,0.99075,6.418
50521,辰亞光M,22.8,1,2,16,0.93013,12.6072
50522,厚固光M,22.8,1,2,16,0.92618,12.9707
50523,辰亞光G,0.36,2,2,104,0.90861,15.2221
50524,厚固光G,0.36,2,2,104,0.90457,15.6071
50525,辰華光G,22.8,2,2,104,0.95402,10.7971
50530,聯華光H,161.0,1,2,16,0.99141,6.373
50531,華暄光G,22.8,2,2,104,0.93209,13.0462
50532,聯合光G,33.0,2,2,104,0.92916,13.3439
50540,永堯光H,161.0,1,2,18,1.00616,-7.5294
50541,永堯共用,33.0,1,2,18,0.98614,-5.1555
50542,永堯光G,33.0,2,2,104,0.98614,-5.1555
50543,海精新G,33.0,2,2,104,0.98614,-5.1555
50545,永堯光共同,22.8,1,2,104,0.98758,-5.3408
50560,星崙光H,161.0,1,2,16,1.00658,-1.5174
50561,星崙光G,33.0,2,2,104,0.94185,4.7451
53500,南鹽光H,161.0,1,3,22,1.0078,-11.4947
53501,南鹽光G,23.9,2,3,103,0.96191,-6.753
53520,天篷光H,161.0,1,3,22,1.01041,-10.0354
53521,天篷光G,22.8,2,3,103,0.96651,-5.0005
53530,天英光H,161.0,1,3,22,1.00909,-9.8331
53531,天英光G,22.8,2,3,103,0.98875,-7.4031
53532,天柱光G,22.8,2,3,103,0.99662,-8.3169
53533,天芮光G,22.8,2,3,103,0.99662,-8.3169
53534,天心光G,22.8,2,3,103,0.98005,-6.4235
53535,天任光G,22.8,2,3,103,0.98005,-6.4235
53536,天柱天芮,22.8,1,3,22,0.99662,-8.3169
53537,天心天任,22.8,1,3,22,0.98005,-6.4235
53540,天衝光H,161.0,1,3,22,1.00783,-9.6358
53541,天禽光G,22.8,2,3,103,0.99258,-7.748
53542,天衝光G1,22.8,2,3,103,0.96774,-4.9199
53543,天衝光G2,22.8,2,3,103,0.96978,-5.1412
53544,天衝光G3,22.8,2,3,103,0.99007,-7.4473
53545,南旭光G,33.0,2,3,103,0.97385,-5.6838
53546,新日泰光G,33.0,2,3,103,0.97952,-6.2993
53560,星崴光H,161.0,1,3,22,1.00692,-11.3569
53561,星崴光G,22.8,2,3,103,0.95965,-6.0794
53570,星二光H,161.0,1,3,22,1.00692,-11.3569
53571,星二光G,22.8,2,3,103,1.00692,-11.3569
53580,新和光H,161.0,1,3,22,1.00762,-11.4662
53581,新和光G,22.8,2,3,103,0.96823,-6.9205
53600,碩力光H,161.0,1,3,40,1.01421,-4.5555
53601,碩力光G1,33.0,2,3,103,0.97753,-0.3231
53602,碩力光G2,33.0,2,3,103,0.97621,-0.1816
53620,向陽共用H,161.0,1,3,41,1.00565,2.3844
53621,向陽光G1,22.8,2,3,103,0.95858,7.7209
53622,泰陽光G1,22.8,2,3,103,0.97187,6.3092
53623,向陽光G3,22.8,2,3,103,0.96856,6.6721
53624,向陽光G4,22.8,2,3,103,1.00565,2.3844
53640,生利光H,161.0,1,3,36,1.00519,-10.2737
53641,生利光G,22.8,2,3,103,1.00036,-9.6619
53642,生利光G2,22.8,2,3,103,1.00519,-10.2737
53660,寶興光H,161.0,1,3,36,1.00518,-10.1409
53661,寶興光G1,22.8,2,3,103,0.97242,-7.3266
53680,志光光H,161.0,1,3,22,1.00987,-9.9436
53681,志光光G1,22.8,2,3,103,0.95109,-3.4168
53682,志光光G2,22.8,2,3,103,0.98507,-7.0148
53700,泰源光H,161.0,1,3,40,1.01613,-4.8136
53701,泰源光G,22.8,2,3,103,1.01553,-4.738
53720,廷和光H,161.0,1,3,41,1.00664,2.0627
53721,廷和光G1,22.8,2,3,103,0.9997,2.9189
53722,廷和光G2,22.8,2,3,103,1.00068,2.7979
53723,廷和光G3,22.8,2,3,103,1.0032,2.4808
53740,星股光H,161.0,1,3,22,1.00809,-11.6756
53741,星股光G1,23.9,2,3,103,0.96785,-7.058
53742,星股光G2,23.9,2,3,103,1.00809,-11.6756
53743,星股光G3,23.9,2,3,103,1.00809,-11.6756
53800,和山光H,161.0,1,3,25,1.00817,-16.5243
53801,和山光G1,22.8,2,3,103,1.0036,-15.9551
