from_bus,to_bus,mid_bus,ckt,name,status,hv_bus,mv_bus,lv_bus,vn_hv_kv,vn_mv_kv,vn_lv_kv,sn_hv_mva,sn_mv_mva,sn_lv_mva,shift_hv_deg,shift_mv_deg,shift_lv_deg,r_hv_pu,x_hv_pu,r_mv_pu,x_mv_pu,r_lv_pu,x_lv_pu,vk_hv_pct,vkr_hv_pct,vk_mv_pct,vkr_mv_pct,vk_lv_pct,vkr_lv_pct,r12_pu,x12_pu,sbase12_mva,r23_pu,x23_pu,sbase23_mva,r31_pu,x31_pu,sbase31_mva,vmstar,anstar
660,611,665,4,通霄 T.T4                               ,0,660,611,665,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,3.9999999999999996e-05,0.006940000000000002,3.9999999999999996e-05,-0.00010000000000000286,0.00043999999999999996,0.031900000000000005,3.4700000000000006,0.019999999999999997,1.0,0.019999999999999997,2.8710000000000004,0.039599999999999996,0.0004,0.0342,500.0,0.0024,0.159,500.0,0.0024,0.1942,500.0,1.0,0.0
870,872,871,1,萬大 T2                                 ,1,870,872,871,161.0,69.0,11.0,40.0,40.0,25.0,0.0,0.0,0.0,0.030625,1.153575,0.0175,-0.07214999999999994,0.029375,1.454475,30.0,1.225,2.8859999999999975,0.7000000000000001,30.0,0.734375,0.01925,0.43257,40.0,0.01875,0.55293,40.0,0.024,1.04322,40.0,1.01729,-14.3209
870,872,873,1,萬大 T3                                 ,1,870,872,873,161.0,69.0,11.0,40.0,40.0,20.0,0.0,0.0,0.0,0.030625,1.153575,0.0175,-0.07214999999999994,0.029375,1.454475,30.0,1.225,2.8859999999999975,0.7000000000000001,29.0895,0.5874999999999999,0.01925,0.43257,40.0,0.01875,0.55293,40.0,0.024,1.04322,40.0,1.01789,-14.2219
1020,1021,1022,1,核三 S.T1                               ,1,1020,1021,1022,161.0,13.8,4.16,33.9,18.7,15.2,0.0,0.0,0.0,-0.003263156342182891,-0.079146017699115,0.014227197640117996,0.6133141592920353,0.016576637168141596,1.1345707964601772,2.6830499999999984,0.110621,11.468974778761059,0.2660485958702065,17.245476106194694,0.25196488495575226,0.00371681,0.181083,33.9,0.0104425,0.592533,33.9,0.00451327,0.357789,33.9,1.05936,-10.3281
1020,1021,1023,2,核三 S.T2                               ,1,1020,1021,1023,161.0,13.8,4.16,33.9,18.7,15.2,0.0,0.0,0.0,-0.003176106194690267,-0.08480678466076697,0.013966135693215342,0.6259395280235988,0.016141533923303836,1.1524174041297937,2.87495,0.10767000000000004,11.705069174041297,0.2611667374631269,17.516744542772862,0.2453513156342183,0.00365782,0.183444,33.9,0.0102065,0.602863,33.9,0.00439528,0.36192,33.9,1.05933,-10.3281
1050,1051,1058,3,興二 T.T3                               ,1,1050,1051,1058,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,-30.0,5.6000000000000006e-05,0.007577999999999998,3.5999999999999953e-05,-0.0010899999999999972,0.00054,0.027972,3.788999999999999,0.028000000000000004,1.0,0.017999999999999978,2.51748,0.0486,0.00046,0.03244,500.0,0.00288,0.13441,500.0,0.00298,0.17775,500.0,1.00635,-6.1758
1050,1051,1056,1,興達南新T.T1                            ,1,1050,1051,1056,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,5.472840000000001e-05,0.0075542000000000005,3.596440000000001e-05,-0.001070999999999999,0.0005387276,0.0281088,3.7771000000000003,0.027364200000000005,1.0,0.017982200000000004,2.529792,0.048485484,0.000453464,0.032416,500.0,0.00287346,0.135189,500.0,0.00296728,0.178315,500.0,1.00635,-6.1758
1050,1051,1057,1,興達南新T.T2                            ,1,1050,1051,1057,345.0,161.0,33.0,1.0,1.0,1.0,0.0,0.0,0.0,5.4000000000000066e-05,0.007602000000000001,3.799999999999995e-05,-0.0010860000000000002,0.0005380000000000001,0.027968000000000003,1.0,5.4000000000000066e-05,1.0,3.799999999999995e-05,1.0,0.0005380000000000001,0.00046,0.03258,500.0,0.00288,0.13441,500.0,0.00296,0.17785,500.0,1.00635,-6.1758
1090,1077,1078,1,興達南 GT.T1                            ,1,1090,1078,1077,345.0,13.8,13.8,330.0,220.0,110.0,0.0,0.0,0.0,3.443939393939395e-05,-0.004057666666666668,0.00030165151515151514,0.0250329393939394,0.0007561969696969696,0.04482130303030303,1.3390300000000004,0.011365000000000004,5.507246666666668,0.06636333333333333,4.930343333333333,0.08318166666666665,0.0011091,0.0692184,330.0,0.0034909,0.230519,330.0,0.0026091,0.13452,330.0,1.01217,-7.7454
1090,1087,1088,1,興達南 GT.T2                            ,1,1090,1088,1087,345.0,13.8,13.8,330.0,220.0,110.0,0.0,0.0,0.0,0.00012810606060606054,-0.0036162424242424177,0.00025850000000000005,0.02379618181818181,0.0007699545454545455,0.04732593939393939,1.1933599999999978,0.04227499999999998,5.235159999999998,0.05687000000000001,5.205853333333333,0.084695,0.0012758,0.0665938,330.0,0.0033939,0.234703,330.0,0.0029636,0.144242,330.0,1.01338,-7.6256
1090,1091,1092,1,興達南 GT.T3                            ,1,1090,1092,1091,345.0,13.8,13.8,330.0,220.0,110.0,0.0,0.0,0.0,-0.0002851212121212122,-0.0029020151515151554,0.0006707878787878789,0.02310495454545455,0.00037603030303030307,0.04685959090909091,1.0,0.09409000000000002,5.083090000000001,0.14757333333333336,5.154555,0.041363333333333335,0.0012727,0.0666697,330.0,0.0034545,0.230883,330.0,0.0003,0.14506,330.0,1.01171,-7.4016
1090,1094,1095,1,興達南 GT.T4                            ,1,1090,1095,1094,345.0,13.8,13.8,330.0,220.0,110.0,0.0,0.0,0.0,0.00015427272727272723,-0.002798696969696979,0.00027272727272727274,0.023317666666666674,0.000517909090909091,0.04670536363636364,1.0,0.05090999999999999,5.1298866666666685,0.060000000000000005,5.13759,0.056970000000000014,0.0014091,0.0677126,330.0,0.0026091,0.231076,330.0,0.0022182,0.144892,330.0,1.01448,-7.3975
1090,1097,1098,1,興達南 GT.T5                            ,1,1090,1098,1097,345.0,13.8,13.8,330.0,220.0,110.0,0.0,0.0,0.0,0.00011019696969696965,-0.002899121212121207,0.0002754696969696971,0.02310572727272727,0.0007713484848484849,0.04686669696969697,1.0,0.03636499999999999,5.083259999999999,0.06060333333333336,5.155336666666667,0.08484833333333333,0.0012727,0.0666818,330.0,0.0034545,0.230909,330.0,0.0029091,0.145093,330.0,1.01412,-7.4231
1110,1125,1126,1,大林乙 TE12                             ,1,1110,1125,1126,161.0,13.8,6.9,57.0,36.0,21.0,0.0,0.0,0.0,0.002772,0.30888499999999997,0.003895,0.0017350000000000143,0.005368000000000001,0.07325599999999999,17.606444999999997,0.158004,1.0,0.14022,1.5383759999999997,0.11272800000000002,0.006667,0.31062,100.0,0.009263,0.074991,100.0,0.00814,0.382141,100.0,1.00518,-13.0908
1130,1110,1135,3,大林 E.T3                               ,1,1130,1110,1135,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,0.0,0.0074,7.999999999999999e-05,-0.0006999999999999992,0.00054,0.031000000000000007,3.7,0.0,1.0,0.039999999999999994,2.7900000000000005,0.0486,0.0004,0.0335,500.0,0.0031,0.1515,500.0,0.0027,0.192,500.0,1.0075,-13.3497
1130,1100,1137,4,大林 E.T4                               ,2,1130,1100,1137,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,3.9999999999999996e-05,0.007009999999999997,3.9999999999999996e-05,-0.0003099999999999978,0.0005600000000000001,0.030790000000000005,3.5049999999999986,0.019999999999999997,1.0,0.019999999999999997,2.7711000000000006,0.05040000000000001,0.0004,0.0335,500.0,0.003,0.1524,500.0,0.003,0.189,500.0,1.00388,-10.4841
1130,1120,1136,5,大林 E.T5                               ,1,1130,1120,1136,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,1.9999999999999998e-05,0.007429999999999999,5.9999999999999995e-05,-0.0007099999999999988,0.00054,0.030990000000000004,3.7149999999999994,0.009999999999999998,1.0,0.03,2.7891000000000004,0.0486,0.0004,0.0336,500.0,0.003,0.1514,500.0,0.0028,0.1921,500.0,1.01861,-11.0024
1130,1110,1138,6,大林 E.T6                               ,1,1130,1110,1138,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,6.000000000000005e-05,0.0075400000000000016,3.9999999999999996e-05,-0.0010400000000000027,0.00054,0.02732,3.770000000000001,0.030000000000000023,1.0,0.019999999999999997,2.4588,0.0486,0.0005,0.0325,500.0,0.0029,0.1314,500.0,0.003,0.1743,500.0,1.00598,-13.5054
1130,1141,1142,1,大林 S.T1                               ,1,1130,1141,1142,345.0,13.8,6.9,122.5,72.5,50.0,0.0,0.0,0.0,0.0016326530612244896,0.2235918367346939,0.0016326530612244896,-0.00016326530612247037,0.0,0.0033469387755102192,27.390000000000004,0.19999999999999998,1.0,0.1183673469387755,1.0,0.0,0.004,0.2737,122.5,0.002,0.0039,122.5,0.002,0.278,122.5,1.00388,-10.4841
1500,1501,1507,1,冬山 E.T2                               ,1,1500,1501,1507,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,7.984031936127784e-06,0.005872255489021955,5.389221556886223e-05,-0.0010439121756487015,0.0004351297405189621,0.030339321357285426,2.9361277445109772,0.003992015968063892,1.0,0.026946107784431114,2.7305389221556884,0.03916167664670659,0.00031,0.02419,501.0,0.00245,0.14677,501.0,0.00222,0.18142,501.0,1.0151,-32.5096
1500,1501,1508,2,冬山 E.T3                               ,1,1500,1501,1508,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,1.896207584830336e-05,0.005884231536926146,4.890219560878248e-05,-0.0011037924151696618,0.0004600798403193613,0.030195608782435133,2.942115768463073,0.00948103792415168,1.0,0.02445109780439124,2.717604790419162,0.041407185628742516,0.00034,0.02395,501.0,0.00255,0.14575,501.0,0.0024,0.18076,501.0,1.01538,-32.5528
1500,1501,1509,3,冬山 E.T4                               ,1,1500,1501,1509,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,4.790419161676649e-05,0.005838323353293415,2.1956087824351257e-05,-0.0009700598802395224,0.00047704590818363273,0.029954091816367264,2.9191616766467074,0.023952095808383245,1.0,0.010978043912175628,2.695868263473054,0.042934131736526944,0.00035,0.02439,501.0,0.0025,0.14521,501.0,0.00263,0.17932,501.0,1.01441,-32.468
1550,1551,1555,1,汐止 E.T1                               ,1,1550,1551,1555,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,2.5948103792415122e-05,0.005475049900199598,4.5908183632734556e-05,0.0011217564870259489,0.0005948103792415169,0.03131337325349302,2.737524950099799,0.012974051896207562,1.0,0.02295409181636728,2.8182035928143714,0.053532934131736515,0.00036,0.03305,501.0,0.00321,0.1625,501.0,0.00311,0.18431,501.0,1.00395,-36.4318
1550,1551,1556,2,汐止 E.T2                               ,1,1550,1551,1556,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,2.5948103792415122e-05,0.005475049900199598,4.5908183632734556e-05,0.0011217564870259489,0.0005948103792415169,0.03131337325349302,2.737524950099799,0.012974051896207562,1.0,0.02295409181636728,2.8182035928143714,0.053532934131736515,0.00036,0.03305,501.0,0.00321,0.1625,501.0,0.00311,0.18431,501.0,1.00395,-36.4318
1550,1551,1557,3,汐止 E.T3                               ,1,1550,1551,1557,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,2.5948103792415122e-05,0.005475049900199598,4.5908183632734556e-05,0.0011217564870259489,0.0005948103792415169,0.03131337325349302,2.737524950099799,0.012974051896207562,1.0,0.02295409181636728,2.8182035928143714,0.053532934131736515,0.00036,0.03305,501.0,0.00321,0.1625,501.0,0.00311,0.18431,501.0,1.00395,-36.4318
1550,1551,1558,4,汐止 E.T4                               ,1,1550,1551,1558,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,3.9920159680638704e-05,0.00832335329341317,3.9920159680638704e-05,-0.0014770459081836322,0.000499001996007984,0.030778443113772452,4.161676646706585,0.01996007984031935,1.0,0.01996007984031935,2.7700598802395207,0.044910179640718556,0.0004,0.0343,501.0,0.0027,0.1468,501.0,0.0027,0.1959,501.0,1.01209,-38.6311
1550,1551,1559,5,汐止 E.T5                               ,1,1550,1551,1559,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,5.988023952095808e-05,0.0072175648702594835,1.9960079840319325e-05,-0.0004650698602794434,0.0005608782435129739,0.03094211576846307,3.6087824351297417,0.029940119760479042,1.0,0.009980039920159663,2.784790419161676,0.05047904191616765,0.0004,0.03383,501.0,0.00291,0.15269,501.0,0.00311,0.19118,501.0,1.00848,-37.8022
1570,1571,1575,1,松湖臨E.T1                              ,1,1570,1571,1575,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,7.999999999999978e-06,0.007245000000000003,6.000000000000005e-05,-0.0003130000000000008,0.0005400000000000001,0.031239,3.6225000000000014,0.003999999999999989,1.0,0.030000000000000023,2.8115099999999997,0.04860000000000001,0.00034,0.03466,500.0,0.003,0.15463,500.0,0.00274,0.19242,500.0,1.00848,-38.4197
1580,1581,1586,1,仙渡 E.T1                               ,1,1580,1581,1586,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,4.800000000000003e-05,0.008324000000000005,3.999999999999994e-05,-0.0015640000000000029,0.0004960000000000001,0.030704000000000002,4.162000000000003,0.024000000000000014,1.0,0.019999999999999973,2.76336,0.04464000000000001,0.00044,0.0338,500.0,0.00268,0.1457,500.0,0.00272,0.19514,500.0,1.01199,-30.7313
1580,1581,1587,2,仙渡 E.T2                               ,1,1580,1581,1587,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,5.200000000000002e-05,0.008318000000000002,3.5999999999999953e-05,-0.0015460000000000022,0.000492,0.030798000000000006,4.159000000000002,0.02600000000000001,1.0,0.017999999999999978,2.7718200000000004,0.04428,0.00044,0.03386,500.0,0.00264,0.14626,500.0,0.00272,0.19558,500.0,1.01195,-30.7276
1580,1591,1596,3,仙渡 E.T3                               ,1,1580,1591,1596,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,4.999999999999997e-05,0.008326,3.8e-05,-0.0015620000000000009,0.000498,0.03067,4.163,0.024999999999999984,1.0,0.019,2.7603,0.04482,0.00044,0.03382,500.0,0.00268,0.14554,500.0,0.00274,0.19498,500.0,1.01282,-38.4535
1610,1611,1615,1,大安E.T1                                ,1,1610,1611,1615,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,7.999999999999978e-06,0.007225000000000004,6.000000000000005e-05,-0.00033300000000000343,0.0005400000000000001,0.031259,3.612500000000002,0.003999999999999989,1.0,0.030000000000000023,2.81331,0.04860000000000001,0.00034,0.03446,500.0,0.003,0.15463,500.0,0.00274,0.19242,500.0,1.00055,-35.5267
1610,1611,1616,2,大安E.T2                                ,1,1610,1611,1616,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,7.999999999999978e-06,0.007225000000000004,6.000000000000005e-05,-0.00033300000000000343,0.0005400000000000001,0.031259,3.612500000000002,0.003999999999999989,1.0,0.030000000000000023,2.81331,0.04860000000000001,0.00034,0.03446,500.0,0.003,0.15463,500.0,0.00274,0.19242,500.0,1.0012,-35.5196
1610,1611,1617,3,大安E.T3                                ,1,1610,1611,1617,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,7.999999999999978e-06,0.007225000000000004,6.000000000000005e-05,-0.00033300000000000343,0.0005400000000000001,0.031259,3.612500000000002,0.003999999999999989,1.0,0.030000000000000023,2.81331,0.04860000000000001,0.00034,0.03446,500.0,0.003,0.15463,500.0,0.00274,0.19242,500.0,1.00055,-35.5267
1650,1651,1656,1,深美 E.T1                               ,1,1650,1651,1656,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,2.5948103792415177e-05,0.005863273453093813,3.792415169660677e-05,-0.0011027944111776447,0.0004471057884231537,0.03028443113772455,2.9316367265469063,0.012974051896207588,1.0,0.018962075848303384,2.7255988023952096,0.040239520958083835,0.00032,0.02385,501.0,0.00243,0.1462,501.0,0.00237,0.1811,501.0,0.99883,-34.758
1650,1651,1657,2,深美 E.T2                               ,1,1650,1651,1657,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,4.59081836327345e-05,0.005838323353293415,2.5948103792415177e-05,-0.0008582834331337316,0.0005069860279441117,0.029662674650698596,2.9191616766467074,0.02295409181636725,1.0,0.012974051896207588,2.6696407185628734,0.04562874251497005,0.00036,0.02495,501.0,0.00267,0.14431,501.0,0.00277,0.17786,501.0,0.99806,-34.5749
1650,1651,1658,3,深美 E.T3                               ,1,1650,1651,1658,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,4.59081836327345e-05,0.005838323353293415,2.5948103792415177e-05,-0.0008582834331337316,0.0005069860279441117,0.029662674650698596,2.9191616766467074,0.02295409181636725,1.0,0.012974051896207588,2.6696407185628734,0.04562874251497005,0.00036,0.02495,501.0,0.00267,0.14431,501.0,0.00277,0.17786,501.0,0.99806,-34.5749
1650,1661,1666,4,深美 E.T4                               ,1,1650,1661,1666,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,1.596806387225546e-05,0.005889221556886228,5.189620758483035e-05,-0.0011207584830339352,0.0004770459081836327,0.030278443113772455,2.944610778443114,0.00798403193612773,1.0,0.025948103792415175,2.725059880239521,0.042934131736526944,0.00034,0.02389,501.0,0.00265,0.14608,501.0,0.00247,0.1812,501.0,0.99903,-34.7666
1650,1661,1667,5,深美 E.T5                               ,1,1650,1661,1667,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,2.495009980039921e-05,0.005952095808383235,4.29141716566866e-05,-0.0011876247504990015,0.00047005988023952097,0.03032734530938124,2.9760479041916175,0.012475049900199604,1.0,0.0214570858283433,2.7294610778443116,0.04230538922155689,0.00034,0.02387,501.0,0.00257,0.14599,501.0,0.00248,0.18176,501.0,0.99909,-34.812
1700,1701,1706,1,板橋 E.T1                               ,1,1700,1701,1706,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,2.400000000000004e-05,0.007010000000000002,4.3999999999999985e-05,-0.00030200000000000365,0.0004880000000000001,0.030742000000000002,3.5050000000000012,0.012000000000000021,1.0,0.021999999999999992,2.7667800000000002,0.04392000000000001,0.00034,0.03354,500.0,0.00266,0.1522,500.0,0.00256,0.18876,500.0,0.99759,-36.7541
1700,1701,1707,2,板橋 E.T2                               ,1,1700,1701,1707,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,3.400000000000001e-05,0.007029000000000004,3.400000000000001e-05,-0.0003050000000000032,0.0005000000000000001,0.030611000000000003,3.514500000000002,0.017000000000000008,1.0,0.017000000000000008,2.7549900000000003,0.04500000000000001,0.00034,0.03362,500.0,0.00267,0.15153,500.0,0.00267,0.1882,500.0,0.99744,-36.7568
1700,1711,1716,3,板橋 E.T3                               ,1,1700,1711,1716,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,3.400000000000001e-05,0.007054000000000001,3.400000000000001e-05,-0.0003020000000000002,0.0005000000000000001,0.030942,3.5270000000000006,0.017000000000000008,1.0,0.017000000000000008,2.78478,0.04500000000000001,0.00034,0.03376,500.0,0.00267,0.1532,500.0,0.00267,0.18998,500.0,0.99743,-36.753
1700,1711,1717,4,板橋 E.T4                               ,1,1700,1711,1717,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,3.3932135728542907e-05,0.007016367265469059,3.3932135728542907e-05,-0.0003057884231536939,0.0004984031936127744,0.03057265469061876,3.5081836327345295,0.016966067864271454,1.0,0.016966067864271454,2.7515389221556887,0.044856287425149695,0.00034,0.03362,501.0,0.002667,0.151637,501.0,0.002667,0.188321,501.0,0.99744,-36.758
1700,1711,1718,5,板橋 E.T5                               ,1,1700,1711,1718,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,2.400000000000004e-05,0.0070560000000000015,4.7999999999999974e-05,-0.00032000000000000084,0.000508,0.030916000000000003,3.528000000000001,0.012000000000000021,1.0,0.023999999999999987,2.7824400000000002,0.04572,0.00036,0.03368,500.0,0.00278,0.15298,500.0,0.00266,0.18986,500.0,0.99767,-36.7684
1750,1751,1756,1,頂湖 E.T1                               ,2,1750,1751,1756,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,4.091816367265467e-05,0.008155688622754492,5.089820359281444e-05,-0.001275449101796406,0.00045409181636726545,0.029696606786427143,4.077844311377246,0.020459081836327334,1.0,0.02544910179640722,2.672694610778443,0.04086826347305389,0.00046,0.03447,501.0,0.00253,0.14239,501.0,0.00248,0.18964,501.0,0.97647,-28.3122
1750,1751,1757,2,頂湖 E.T2                               ,1,1750,1751,1757,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,4.990019960079842e-05,0.007239520958083832,4.191616766467069e-05,-0.00039121756487025747,0.0004451097804391217,0.03134730538922156,3.6197604790419162,0.02495009980039921,1.0,0.020958083832335345,2.82125748502994,0.04005988023952095,0.00046,0.03431,501.0,0.00244,0.15509,501.0,0.00248,0.19332,501.0,0.99927,-33.5805
1750,1751,1758,3,頂湖 E.T3                               ,1,1750,1751,1758,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,-8.483033932135724e-05,0.007738522954091817,0.00016866267465069857,-0.0009580838323353311,0.0005518962075848303,0.03579041916167665,3.8692614770459084,0.04241516966067862,1.0,0.08433133732534928,3.2211377245508985,0.049670658682634726,0.00042,0.03397,501.0,0.00361,0.17451,501.0,0.00234,0.21808,501.0,1.00306,-33.9599
1750,1761,1766,1,頂湖 E.T4                               ,1,1750,1761,1766,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,5.4890219560878306e-05,0.008325349301397207,3.6926147704590805e-05,-0.0014750499001996015,0.0005179640718562874,0.030854291417165662,4.162674650698603,0.027445109780439153,1.0,0.018463073852295404,2.7768862275449098,0.04661676646706587,0.00046,0.03432,501.0,0.00278,0.14719,501.0,0.00287,0.19629,501.0,1.0045,-36.3145
1750,1761,1767,2,頂湖 E.T5                               ,1,1750,1761,1767,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,4.690618762475052e-05,0.00845109780439122,4.091816367265467e-05,-0.0016267465069860314,0.0004980039920159681,0.030588822355289425,4.22554890219561,0.023453093812375262,1.0,0.020459081836327334,2.7529940119760483,0.04482035928143713,0.00044,0.03419,501.0,0.0027,0.1451,501.0,0.00273,0.19559,501.0,1.00506,-36.4626
1750,1761,1768,3,頂湖 E.T6                               ,1,1750,1761,1768,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,4.8902195608782454e-05,0.008343313373253496,4.0918163672654724e-05,-0.0015429141716566883,0.0004980039920159681,0.030285429141716565,4.171656686626748,0.02445109780439123,1.0,0.020459081836327362,2.725688622754491,0.04482035928143713,0.00045,0.03407,501.0,0.0027,0.144,501.0,0.00274,0.19353,501.0,1.00482,-36.3884
1750,1781,1769,4,頂湖 E.T7                               ,1,1750,1781,1769,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,3.792415169660677e-05,0.008059880239520959,5.389221556886234e-05,-0.0012914171656686624,0.0004750499001996008,0.029620758483033933,4.02994011976048,0.018962075848303384,1.0,0.02694610778443117,2.665868263473054,0.04275449101796407,0.00046,0.03391,501.0,0.00265,0.14193,501.0,0.00257,0.18878,501.0,1.00427,-36.153
1750,1751,1759,4,頂湖 E.T8                               ,1,1750,1751,1759,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,4.59081836327345e-05,0.007382235528942117,2.195608782435131e-05,-0.0006477045908183619,0.0005089820359281437,0.030362275449101795,3.691117764471058,0.02295409181636725,1.0,0.010978043912175656,2.7326047904191615,0.04580838323353293,0.00034,0.03374,501.0,0.00266,0.14887,501.0,0.00278,0.1891,501.0,1.00002,-33.7747
1751,1752,1777,1,頂湖東 M.T7                             ,1,1751,1752,1777,161.0,69.0,11.0,200.0,200.0,66.0,0.0,0.0,0.0,0.0004249999999999999,0.034165,0.00027499999999999996,-0.0031199999999999978,0.001325,0.05052,6.833,0.08499999999999998,1.0,0.05499999999999999,3.33432,0.08745,0.0014,0.06209,200.0,0.0032,0.0948,200.0,0.0035,0.16937,200.0,0.97951,-36.4835
1751,1752,1778,2,頂湖東 M.T8                             ,1,1751,1752,1778,161.0,69.0,11.0,200.0,200.0,66.0,0.0,0.0,0.0,0.00046750000000000003,0.0320575,0.0002525000000000001,-0.0027174999999999977,0.0011925,0.0498975,6.4115,0.0935,1.0,0.050500000000000024,3.2932349999999997,0.078705,0.00144,0.05868,200.0,0.00289,0.09436,200.0,0.00332,0.16391,200.0,0.97953,-36.4606
1751,1752,1779,3,頂湖東 M.T9                             ,1,1751,1752,1779,161.0,69.0,11.0,200.0,200.0,66.0,0.0,0.0,0.0,0.0004249999999999999,0.03376,0.00027499999999999996,-0.0028450000000000003,0.0012749999999999999,0.050995,6.752,0.08499999999999998,1.0,0.05499999999999999,3.3656699999999997,0.08414999999999999,0.0014,0.06183,200.0,0.0031,0.0963,200.0,0.0034,0.16951,200.0,0.97954,-36.459
1900,1901,1906,1,龍潭北 E.T1                             ,1,1900,1901,1906,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,9.980039920159717e-06,0.005938123752495011,5.389221556886226e-05,0.0009381237524950063,0.00043113772455089823,0.030409181636726547,2.969061876247505,0.0049900199600798585,1.0,0.026946107784431128,2.736826347305389,0.03880239520958084,0.00032,0.03445,501.0,0.00243,0.15705,501.0,0.00221,0.1821,501.0,0.99692,-31.1959
1900,1901,1907,1,龍潭北 E.T2                             ,1,1900,1901,1907,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,9.980039920159717e-06,0.005938123752495011,5.389221556886226e-05,0.0009381237524950063,0.00043113772455089823,0.030409181636726547,2.969061876247505,0.0049900199600798585,1.0,0.026946107784431128,2.736826347305389,0.03880239520958084,0.00032,0.03445,501.0,0.00243,0.15705,501.0,0.00221,0.1821,501.0,0.99692,-31.1959
1900,1901,1908,1,龍潭北 E.T3                             ,1,1900,1901,1908,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,9.980039920159717e-06,0.005938123752495011,5.389221556886226e-05,0.0009381237524950063,0.00043113772455089823,0.030409181636726547,2.969061876247505,0.0049900199600798585,1.0,0.026946107784431128,2.736826347305389,0.03880239520958084,0.00032,0.03445,501.0,0.00243,0.15705,501.0,0.00221,0.1821,501.0,0.99692,-31.1959
1900,1901,1909,1,龍潭北 E.T4                             ,1,1900,1901,1909,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,1.5968063872255514e-05,0.006009980039920159,4.9900199600798394e-05,0.0007225548902195615,0.00046107784431137727,0.030033932135728542,3.0049900199600796,0.007984031936127758,1.0,0.024950099800399198,2.7030538922155687,0.04149700598802396,0.00033,0.03373,501.0,0.00256,0.15409,501.0,0.00239,0.18058,501.0,0.9974,-31.3434
1900,1901,1905,1,龍潭北 E.T8                             ,1,1900,1901,1905,345.0,161.0,33.0,500.0,500.0,90.0,0.0,0.0,0.0,3.3932135728542907e-05,0.007298403193612775,4.59081836327345e-05,-0.0005119760479041918,0.0005648702594810379,0.030977045908183634,3.6492015968063876,0.016966067864271454,1.0,0.02295409181636725,2.787934131736527,0.050838323353293406,0.0004,0.034,501.0,0.00306,0.15263,501.0,0.003,0.19176,501.0,1.00081,-32.2633
