from_bus,to_bus,ckt,r_pu,x_pu,b_pu,rate_a_mva,rate_b_mva,rate_c_mva,status
1941,8340,1,0.0001,0.0007,0.1023,557.72,557.72,1004.45,1
2000,2060,R,0.0009,0.0102,0.2985,3280.59,3621.2,3874.68,1
2000,2060,W,0.0005,0.0102,0.2729,2182.28,2400.51,2684.2,1
2000,3070,W,0.0014,0.0208,0.5107,2182.28,2400.51,2684.2,1
2000,3071,R,0.0013,0.0207,0.5077,2182.28,2400.51,2684.2,1
2001,3421,R,0.0011,0.0069,0.0084,691.57,0.0,0.0,1
2001,3421,W,0.0011,0.0069,0.0083,499.72,549.7,614.6,1
2001,5021,R,0.0032,0.0119,0.1077,499.72,549.69,614.65,1
2001,5021,W,0.0012,0.0098,0.10714,499.72,549.69,614.65,1
2001,7654,1,0.0108,0.0464,0.0796,591.18,0.0,0.0,1
2001,7655,1,0.0108,0.0464,0.0796,591.18,0.0,0.0,1
2001,8324,1,0.0034,0.0116,0.0344,567.2,0.0,0.0,1
2001,8354,1,0.0034,0.0116,0.0251,0.0,0.0,0.0,1
2003,22003,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2031,2041,@1,-0.0,0.0001,0.0,557.7,557.7,557.7,1
2031,2041,@2,-0.0,0.0001,0.0,557.7,557.7,557.7,1
2031,4995,1,0.0018,0.0083,0.6901,538.2,0.0,0.0,1
2032,22032,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2041,4815,1,0.0009,0.0049,0.56251,557.72,557.72,1102.61,0
2041,4821,1,0.0008,0.004,0.4556,557.72,557.72,1004.45,1
2041,4821,2,0.0008,0.004,0.4556,557.72,557.72,1004.45,1
2041,4839,1,0.0004,0.0031,0.4799,557.72,557.72,1306.74,1
2041,8245,1,4.8e-05,0.0004,0.0113,283.6,356.38,502.23,1
2042,22042,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2060,2130,R,0.0003,0.0043,0.1362,2182.28,2400.51,2684.2,1
2060,2130,W,0.0002,0.0044,0.1138,2182.28,2400.51,2684.2,1
2100,2660,M,0.0047,0.0499,0.9143,1196.31,1315.94,1471.46,1
2100,2660,O,0.0047,0.0501,0.9199,1196.31,1315.94,1471.46,1
2130,2170,W,0.000611,0.009066,0.23562,2182.28,2400.51,2684.2,1
2131,2141,@1,-0.0,0.0001,0.0,1115.44,1115.44,1115.44,0
2131,2141,@2,-0.0,0.0001,0.0,1115.44,1115.44,1115.44,0
2131,5541,1,0.0004,0.0047,0.214,500.0,0.0,0.0,1
2131,5541,2,0.0007,0.0047,0.214,500.0,0.0,0.0,1
2131,5681,R,0.0008,0.0046,0.46481,499.16,549.08,613.97,1
2131,5681,W,0.0008,0.0046,0.4659,567.2,721.97,740.0,1
2131,7662,1,0.0004,0.0025,0.0124,567.2,0.0,0.0,1
2131,7663,1,0.0004,0.0025,0.0124,567.2,0.0,0.0,1
2133,22133,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2141,8326,R,0.0002,0.0014,0.0523,283.6,362.24,653.37,1
2141,8327,W,0.0001,0.0008,0.03,283.6,362.24,653.37,1
2141,8334,1,0.0003,0.0022,0.0653,283.6,362.24,653.37,1
2141,8338,1,0.0003,0.0021,0.0612,283.6,362.24,653.37,1
2141,8365,R,0.000131,0.004326,0.12794,283.6,362.24,653.37,1
2141,8365,W,0.000332,0.004291,0.12483,283.6,362.24,653.37,1
2143,22143,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2150,2170,N,0.0001,0.0014,0.0979,3280.6,3621.2,3874.7,1
2150,2170,S,0.0001,0.0014,0.0578,3280.59,3621.2,3874.68,1
2150,3068,1,0.0005,0.0087,0.2144,2182.28,2400.51,2684.2,1
2150,3069,2,0.0006,0.0085,0.2093,2182.28,2400.51,2684.2,1
2151,2161,@1,-0.0,0.0001,0.0,1115.44,1115.44,1115.44,1
2151,2161,@2,-0.0,0.0001,0.0,1115.44,1115.44,1115.44,1
2151,2171,R,0.000233,0.002281,0.29097,557.72,557.72,1306.74,0
2151,2171,W,0.000228,0.002459,0.29155,557.72,557.72,1306.74,0
2151,5657,R,0.000128,0.001264,0.14735,537.64,557.72,979.36,1
2151,5657,W,0.0001,0.001132,0.14688,537.64,557.72,979.36,1
2151,5685,1,0.0003,0.0026,0.3088,557.72,557.72,1004.45,1
2151,5685,2,0.0003,0.0026,0.3088,557.72,557.72,1004.45,1
2151,5822,R,0.0045,0.0193,1.2669,778.02,778.02,832.48,1
2151,5822,W,0.0037,0.0191,1.2104,778.02,778.02,832.48,1
2161,5545,1,0.001735,0.010455,0.0307,283.6,362.24,540.56,1
2161,5545,2,0.00174,0.01047,0.03068,283.6,362.24,540.56,1
2161,7686,R,-0.0,1e-06,0.0,499.7,549.7,614.7,1
2161,7687,W,-0.0,1e-06,0.0,499.7,549.7,614.7,1
2161,7688,R,0.0004,0.004,0.0039,499.72,549.69,614.65,1
2161,7689,W,0.0004,0.004,0.0039,499.72,549.69,614.65,1
2162,22162,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2171,2181,@1,-0.0,0.0001,0.0,557.72,557.72,557.72,1
2171,2181,@2,-0.0,0.0001,0.0,557.72,557.72,557.72,1
2171,5653,R,5.2e-05,0.0005,0.0563,557.72,557.72,1306.74,0
2171,5653,W,5.2e-05,0.0005,0.05156,557.72,557.72,1306.74,0
2171,8373,W,0.0001,0.00065,0.0761,557.72,557.72,1004.45,1
2171,8376,1,0.0002,0.0008,0.0961,557.72,557.72,1004.45,1
2173,22173,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2181,5777,R,0.0004,0.0021,0.2409,557.72,557.72,1306.74,1
2181,5777,W,0.0004,0.0021,0.2423,557.72,557.72,1004.45,1
2181,8368,1,0.0002,0.0016,0.0459,283.6,356.38,502.23,1
2181,8368,2,0.0002,0.0015,0.0443,283.6,356.38,502.23,1
2181,8371,1,0.0003,0.0024,0.0698,283.6,356.38,502.23,1
2181,8372,1,0.0003,0.0023,0.0666,283.6,362.24,653.37,1
2181,8379,1,0.0002,0.0014,0.0405,283.6,362.24,653.37,1
2181,8380,1,0.0002,0.0014,0.0398,283.6,356.38,502.23,1
2183,22183,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2200,3068,1,0.0001,0.0019,0.0529,2182.28,2400.51,2684.2,1
2200,3069,2,0.0001,0.0019,0.0477,2182.28,2400.51,2684.2,1
2200,3070,W,0.0003,0.0041,0.1319,2182.28,2400.51,2684.2,1
2200,3071,R,0.0003,0.0047,0.1426,2182.28,2400.51,2684.2,1
2201,5601,M,0.0006,0.0046,0.2213,429.44,549.69,614.65,0
2201,5601,O,0.0005,0.0041,0.2206,429.44,549.69,614.65,0
2201,5607,N,0.0003,0.002,0.0466,439.48,483.43,540.56,1
2201,5607,S,0.0003,0.002,0.0471,439.48,483.43,540.56,1
2201,5647,1,0.0024,0.0193,0.0792,439.48,483.43,540.56,1
2201,5787,1,0.0007,0.0037,0.4153,557.72,557.72,1004.45,1
2201,5787,2,0.0003,0.0034,0.5968,557.72,557.72,1148.9,1
2201,7666,N,0.0013,0.0058,0.0543,439.48,483.43,540.56,1
2201,7667,S,0.0009,0.0058,0.0527,439.48,483.43,540.56,1
2202,22202,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2300,2350,1,0.0003,0.0034,0.0794,3621.2,3621.2,3874.68,1
2300,2370,1,0.0002,0.0019,0.0804,3621.2,3621.2,3874.68,1
2300,2370,2,0.0002,0.0019,0.0841,3621.2,3621.2,3874.68,1
2301,2311,@1,-0.0,0.0001,0.0,557.72,557.72,557.72,0
2301,2311,@2,-0.0,0.0001,0.0,557.72,557.72,557.72,0
2301,5801,1,0.000126,0.001228,0.14448,557.72,557.72,1306.74,1
2301,5801,2,0.000162,0.001162,0.14627,557.72,557.72,1306.74,1
2301,5809,W,0.0011,0.0098,0.0312,499.72,549.69,614.65,1
2301,5819,R,0.0004,0.0028,0.0678,499.72,549.69,614.65,1
2301,7711,1,0.0011,0.0098,0.0182,499.72,549.69,614.65,1
2301,7712,1,0.0011,0.0097,0.0281,499.72,549.69,614.65,1
2301,9240,R,4.2e-05,0.000372,0.04752,557.72,557.72,978.8,1
2301,9240,W,4.4e-05,0.000396,0.04955,557.72,557.72,978.8,1
2301,41530,1,7.5e-05,0.000246,0.00354,179.3,215.2,269.0,1
2301,50500,R,0.0005,0.0027,0.3047,557.72,557.72,1004.45,1
2301,50500,W,0.0005,0.0027,0.3047,557.72,557.72,1004.45,1
2301,50560,1,0.0006,0.0061,0.134,270.77,333.8,568.32,1
2303,22303,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2311,7715,1,-0.0,0.0001,0.0,557.0,0.0,0.0,1
2311,9230,1,6.8e-05,0.000689,0.08824,557.72,557.72,557.72,1
2311,9230,2,6.8e-05,0.000685,0.08774,557.72,557.72,557.72,1
2311,41590,1,8.7e-05,0.000132,0.00218,179.31,215.17,268.96,1
2320,2400,N,0.000379,0.006,0.1425,2182.28,2400.51,2684.2,1
2320,2400,S,0.0005,0.0062,0.1453,2528.86,2617.3,3151.52,1
2321,2331,@1,-0.0,0.0001,0.0,1115.4,0.0,0.0,1
2321,2331,@2,-0.0,0.0001,0.0,1115.4,0.0,0.0,1
2321,3066,@1,-0.0,0.0001,0.0,557.7,0.0,0.0,1
2321,5824,1,-0.0,0.0001,0.0117,824.3,0.0,0.0,1
2321,5824,2,-0.0,0.0001,0.0117,824.3,0.0,0.0,1
2321,5841,1,0.0018,0.0186,0.3513,283.6,356.38,502.23,1
2321,5841,2,0.0018,0.0186,0.3511,283.6,356.38,502.23,1
2321,5845,1,0.001,0.0113,0.3292,269.1,335.19,489.68,1
2321,5845,2,0.001,0.0114,0.3286,269.1,335.2,489.7,1
2322,2332,@1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2322,22322,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2331,3066,@1,-0.0,0.0001,0.0,557.7,0.0,0.0,1
2331,5824,1,-0.0,0.0001,0.0117,824.31,0.0,0.0,1
2331,5824,4,-0.0,0.0001,0.0117,824.3,0.0,0.0,1
2331,5824,5,-0.0,0.0001,0.0117,824.3,0.0,0.0,1
2331,8450,R,0.0003,0.0021,0.0619,269.1,335.19,489.68,1
2331,8450,W,0.0003,0.0021,0.0619,269.1,335.19,489.68,1
2332,22332,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2350,2400,1,0.000658,0.010328,0.24458,2182.28,2400.51,2684.2,1
2350,2400,2,0.000658,0.010328,0.24458,2182.28,2400.51,2684.2,1
2350,2490,1,0.0009,0.011,0.2581,3621.0,0.0,0.0,1
2351,7750,R,0.001995,0.013897,0.04502,439.48,483.43,540.56,1
2351,7751,W,0.002072,0.013911,0.0459,439.48,483.43,540.56,1
2351,8440,1,0.000381,0.001588,0.02382,175.68,210.82,263.52,1
2353,22353,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2370,32460,1,-0.0,0.0001,0.054,372.88,415.9,553.34,1
2370,32490,R,-0.0,0.0002,0.1135,327.46,432.63,576.04,1
2370,32491,W,-0.0,0.0002,0.1012,327.5,432.6,576.0,1
2371,5821,R,0.0002,0.0002,0.016,1236.47,1505.84,2409.35,1
2371,5821,W,0.0002,0.0003,0.0167,1236.47,1505.84,2409.35,1
2371,32370,1,0.0006,0.0004,0.0406,587.84,738.4,1040.1,1
2371,32400,1,-0.0,0.0004,0.0112,683.0,0.0,0.0,1
2371,32412,1,-0.0,0.0004,0.0112,683.0,0.0,0.0,1
2400,2490,1,0.0003,0.0037,0.0864,3585.34,3585.34,3874.68,1
2400,2490,2,0.0003,0.0037,0.0871,3585.34,3585.34,3874.68,1
2401,5905,1,0.002175,0.019289,0.03217,499.72,549.69,614.65,1
2401,5905,2,0.002173,0.019283,0.03055,499.72,549.69,614.65,1
2401,5909,1,0.001273,0.011452,0.24818,499.72,549.69,614.65,1
2401,5909,2,0.001249,0.011386,0.24729,499.72,549.69,614.65,1
2401,5915,R,0.001,0.0084,0.0806,283.6,362.24,614.65,1
2401,5915,W,0.001,0.0084,0.0808,283.6,362.24,614.65,1
2402,22402,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2480,2490,@1,-0.0,0.0001,0.0,2390.23,2390.23,2390.23,0
2480,2500,1,0.000863,0.013358,0.32805,2182.28,2400.51,2684.2,1
2480,2500,2,0.000863,0.013358,0.32805,2182.28,2400.51,2684.2,1
2480,3068,1,0.0003,0.0041,0.1135,2182.28,2400.51,2684.2,1
2480,3069,2,0.0003,0.0041,0.1009,2182.28,2400.51,2684.2,1
2480,9760,R,0.001171,0.020016,0.375,3159.88,3159.88,3475.87,1
2480,9760,W,0.00131,0.019932,0.375,3159.88,3159.88,3475.87,1
2490,2500,3,0.001057,0.016358,0.40171,2182.28,2400.51,2684.2,1
2490,2930,1,0.0026,0.0403,0.9887,2182.28,2400.51,2684.2,1
2490,3070,W,0.0004,0.0051,0.119,3621.2,3621.2,3874.68,1
2490,3071,R,0.0003,0.0051,0.1244,2182.28,2400.51,2684.2,1
2500,2600,1,0.001199,0.018372,1.01717,2182.28,2400.51,2684.2,1
2500,2600,2,0.001223,0.018667,0.98577,2182.28,2400.51,2684.2,1
2500,2930,1,0.0019,0.0299,0.5646,2175.1,0.0,0.0,1
2500,9300,1,0.00076,0.01302,0.24622,3193.35,3193.35,3512.68,1
2500,9300,2,0.00082,0.01302,0.2566,3193.35,3193.35,3512.68,1
2501,2511,@1,-0.0,0.0001,0.0,557.72,557.72,557.72,0
2501,2511,@2,-0.0,0.0001,0.0,557.72,557.72,557.72,0
2501,3075,3,-0.0,1e-06,0.0,0.0,0.0,0.0,1
2501,3661,M,0.0054,0.0231,0.0397,557.72,557.72,640.92,1
2501,3661,O,0.0054,0.0231,0.0397,557.72,557.72,640.92,1
2501,3661,W,0.005598,0.04233,0.0977,439.48,483.43,540.56,1
2501,3701,N,0.0102,0.0344,0.0394,805.91,805.91,862.32,1
2501,3701,S,0.0103,0.0344,0.0394,805.91,805.91,862.32,1
2501,6009,R,0.006557,0.049214,0.08116,439.48,483.43,540.56,1
2501,9800,1,0.002613,0.023402,0.02282,499.72,549.69,614.65,1
2501,9800,2,0.002576,0.023078,0.0225,499.72,549.69,614.65,1
2511,3075,3,-0.0,1e-06,0.0,0.0,0.0,0.0,0
2511,3671,M,0.0013,0.0107,0.0155,439.48,483.43,540.57,1
2511,3671,N,0.001077,0.009643,0.0094,499.72,549.69,614.65,1
2511,3671,O,0.001372,0.010664,0.01432,439.48,483.43,540.56,1
2511,3671,S,0.001077,0.009643,0.0094,499.72,549.69,614.65,1
2511,6017,M,0.008259,0.046986,0.07454,370.33,407.36,455.5,1
2511,6017,O,0.008242,0.04697,0.07582,370.33,407.36,455.5,1
2511,7801,1,0.0002,0.003,0.0127,1115.44,1115.44,1371.99,1
2511,7802,2,0.0002,0.003,0.0127,1115.44,1115.44,1371.99,1
2600,2650,1,0.0007,0.0108,0.7873,2182.28,2400.51,2684.2,1
2600,2650,2,0.0008,0.0114,0.7751,2182.28,2400.51,2684.2,1
2601,2611,@1,-0.0,0.0001,0.0,557.72,557.72,557.72,1
2601,2611,@2,-0.0,0.0001,0.0,557.72,557.72,557.72,1
2601,6073,2,0.000395,0.003506,0.0094,499.72,549.69,614.65,1
2601,6075,R,0.000787,0.006192,0.02125,499.72,549.69,614.65,1
2601,6075,W,0.000786,0.006198,0.02346,499.72,549.69,614.65,1
2601,7798,2,4.34e-08,3.491e-07,0.0,499.72,549.69,614.65,1
2601,8526,1,9.9e-05,0.001148,0.0315,268.82,362.24,653.37,1
2601,8528,1,0.0002,0.0014,0.0368,301.17,359.73,490.79,1
2601,8530,1,0.0002,0.0009,0.1031,557.72,557.72,1057.99,1
2601,8541,1,0.000155,0.000995,0.04127,342.44,425.26,725.32,1
2601,8555,W,6.6e-05,0.000411,0.06908,538.2,557.72,1606.23,1
2603,22603,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2611,2621,@1,-0.0,0.0001,0.0,557.0,0.0,0.0,0
2611,2621,@2,-0.0,0.0001,0.0,557.0,0.0,0.0,0
2611,6095,2,0.000384,0.003128,0.06852,499.72,549.69,614.65,1
2611,6095,3,0.000577,0.00363,0.11531,499.72,549.69,614.65,1
2611,8532,R,0.0001,0.0007,0.0869,538.2,557.72,1266.58,1
2611,8567,1,0.0003,0.0012,0.2019,538.2,557.72,1266.58,1
2613,22613,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2621,6082,1,0.0007,0.0072,0.9081,538.2,0.0,0.0,1
2621,6082,2,0.0007,0.0072,0.9081,538.2,0.0,0.0,1
2621,8534,1,0.0001,0.0011,0.1684,538.2,557.72,1266.58,1
2621,8535,1,0.0001,0.001,0.1095,538.2,557.72,1081.98,1
2621,8537,1,0.0001,0.0003,0.0746,538.2,557.72,1266.58,1
2621,8544,1,0.0002,0.0012,0.1448,538.0,0.0,0.0,1
2621,8544,2,0.0002,0.0012,0.1448,538.0,0.0,0.0,1
2621,8546,1,0.0001,0.0003,0.0317,538.0,0.0,0.0,1
2621,8546,2,0.0001,0.0003,0.0317,538.0,0.0,0.0,1
2621,8583,1,0.0002,0.0013,0.11,538.2,557.72,1081.98,1
2650,2680,R,0.0004,0.0043,0.6051,3453.88,3453.88,3695.65,1
2650,2930,R,0.0004,0.0052,0.5492,2182.28,0.0,0.0,1
2650,2930,W,0.0004,0.0052,0.5492,2182.28,2400.51,2684.2,1
2651,2661,@1,-0.0,0.0001,0.0,1115.44,1115.44,1115.44,0
2651,2661,@2,-0.0,0.0001,0.0,1115.44,1115.44,1115.44,0
2651,3721,1,0.004178,0.023342,0.02189,370.33,407.36,455.5,1
2651,3721,2,0.004178,0.023342,0.02189,370.33,407.36,455.5,1
2651,3761,M,0.004307,0.024913,0.02358,370.33,407.36,455.5,1
2651,3761,O,0.004307,0.024913,0.02358,370.33,407.36,455.5,1
2651,7827,3,0.0002,0.0014,0.0017,691.57,691.57,739.98,1
2651,7828,4,0.0002,0.0014,0.0017,691.57,691.57,739.98,1
2660,2670,W,0.0004,0.0046,0.6248,3453.88,0.0,0.0,1
2660,2750,M,0.0007,0.0074,0.1362,1196.31,1315.94,1471.46,1
2660,2750,O,0.0007,0.0074,0.1362,1196.31,1315.94,1471.46,1
2661,3791,2,0.0034,0.0199,0.0189,370.33,407.36,455.5,1
2661,3791,3,0.0034,0.0199,0.0189,370.33,407.36,455.5,1
2661,6139,1,0.0051,0.0251,0.0353,370.33,407.36,455.5,1
2661,7839,1,0.003313,0.018511,0.01736,370.33,407.36,455.5,1
2661,8574,1,0.0007,0.005728,0.02311,499.72,549.69,614.65,0
2661,65200,1,0.0007,0.0057,0.0231,499.72,0.0,0.0,1
2670,2680,@1,-0.0,0.0001,0.0,4780.5,4780.5,4780.5,1
2670,2680,@2,-0.0,0.0001,0.0,4780.5,0.0,0.0,1
2671,2681,@1,-0.0,0.0001,0.0,557.72,557.72,557.72,1
2671,2681,@2,-0.0,0.0001,0.0,557.72,557.72,557.72,1
2671,6111,1,0.0006,0.0033,0.37032,537.64,557.72,1266.58,1
2671,6111,2,0.0006,0.0033,0.37032,537.64,557.72,1266.58,1
2672,22672,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2681,6127,1,0.000316,0.00163,0.26593,537.64,557.72,1266.58,1
2681,6127,2,0.00025,0.001691,0.26539,537.64,557.72,1266.58,1
2681,6129,R,0.000656,0.005046,0.01429,499.72,549.69,614.65,1
2681,6129,W,0.000663,0.005052,0.01508,499.72,549.69,614.65,1
2681,8572,R,0.0001,0.0009,0.027,341.6,425.26,558.0,1
2681,8573,W,0.0001,0.0007,0.0271,373.39,451.2,593.69,1
2681,8576,R,3.3e-05,0.000197,0.0297,537.64,557.72,1266.58,1
2681,8576,W,2.9e-05,0.000204,0.0297,537.64,557.72,1266.58,1
2750,2900,R,0.0005,0.005184,0.09037,1196.31,1315.94,1471.46,1
2750,2900,W,0.000494,0.00517,0.0927,1196.31,1315.94,1471.46,1
2751,2761,@1,-0.0,0.0001,0.0,557.7,557.7,557.7,1
2751,2761,@2,-0.0,0.0001,0.0,557.7,557.7,557.7,1
2751,3791,1,0.0026,0.0146,0.0821,370.33,407.36,455.5,0
2751,3811,3,0.0003,0.0023,0.2507,499.72,549.69,614.65,1
2751,3811,4,0.0005,0.0027,0.2708,499.72,549.69,614.65,1
2751,6233,R,0.0005,0.0025,0.28594,537.64,557.72,1266.58,1
2751,6233,W,0.0005,0.0025,0.28594,537.64,557.72,1266.58,1
2751,9860,1,0.00051,0.003264,0.0769,249.86,274.84,307.33,1
2753,22753,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2761,3811,1,0.0007,0.0055,0.14944,499.72,549.69,614.65,1
2761,3811,2,0.0007,0.0055,0.14944,499.72,549.69,614.65,1
2761,7853,M,0.001663,0.009506,0.14669,370.33,407.36,455.5,1
2761,7854,O,0.00166,0.009506,0.14629,370.33,407.36,455.5,1
2761,8601,1,0.00051,0.004849,0.10368,322.92,387.89,636.36,1
2761,8617,1,0.0007,0.0057,0.138,276.07,351.92,521.19,1
2761,8618,1,0.0007,0.0059,0.1428,319.9,395.7,550.2,1
2761,53800,1,0.0005,0.0049,0.1073,266.31,326.55,547.96,1
2763,22763,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2800,2850,R,0.0001,0.0011,0.9406,1287.74,1465.21,1887.68,1
2800,2850,W,0.0001,0.0011,0.9346,1287.74,1465.21,1887.68,1
2800,2920,1,0.0003,0.0022,1.8704,1287.74,1465.21,1887.68,1
2800,2920,2,0.0003,0.0023,1.8741,1287.74,1465.21,1887.68,1
2801,2811,@1,-0.0,0.0001,0.0,557.7,557.7,557.7,1
2801,2811,@2,-0.0,0.0001,0.0,557.7,557.7,557.7,1
2801,6301,M,0.000131,0.000878,0.09257,537.64,557.72,1266.58,1
2801,6301,O,0.0002,0.0014,0.1486,538.0,0.0,0.0,1
2801,6309,1,0.0002,0.0015,0.045,342.44,425.26,725.32,1
2801,6309,2,0.000192,0.001625,0.0454,342.44,425.26,725.32,1
2801,8621,R,0.000208,0.001446,0.04159,342.44,425.26,725.32,1
2801,8621,W,0.000192,0.001403,0.0435,342.44,425.26,725.32,1
2802,2812,@1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2802,22802,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2811,6305,1,0.0002,0.002,0.043,270.22,406.02,529.0,1
2811,6305,2,0.0002,0.002,0.0433,270.22,406.02,529.0,1
2811,6311,R,0.000139,0.001062,0.10713,430.56,551.03,1018.96,1
2811,6311,W,0.000242,0.001024,0.1074,430.56,551.03,1018.96,1
2812,22812,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2850,2870,R,0.0001,0.0013,1.0982,1293.11,1459.83,1654.64,1
2850,2870,W,0.0002,0.0013,1.1031,1293.11,1459.83,1654.64,1
2851,2861,@1,-0.0,0.0001,0.0,557.7,557.7,557.7,1
2851,2861,@2,-0.0,0.0001,0.0,557.7,557.7,557.7,1
2851,6353,1,0.0003,0.0034,0.1876,278.86,389.85,574.45,1
2851,6353,2,0.0003,0.0034,0.1876,278.86,389.85,574.45,1
2851,6361,1,0.0006,0.0045,0.1328,283.0,0.0,0.0,1
2851,6367,1,0.0003,0.0021,0.0706,342.44,425.26,725.32,1
2851,6371,1,0.0002,0.0016,0.0523,342.44,425.26,725.32,1
2853,22853,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2861,6369,1,0.0001,0.0009,0.0964,435.02,557.72,961.51,1
2861,6369,2,0.0002,0.0012,0.116,435.02,557.72,961.51,1
2861,6409,1,0.0002,0.0015,0.2463,537.64,557.72,1266.58,1
2861,6409,2,0.0002,0.0015,0.2434,537.64,557.72,1266.58,1
2862,22862,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2870,3080,1,-0.0,0.0001,0.0354,2588.62,2922.06,3311.66,1
2870,3081,2,-0.0,0.0001,0.0354,2588.62,2922.06,3311.66,1
2871,2881,@1,-0.0,0.0001,0.0,1115.4,1115.4,1115.4,1
2871,2881,@2,-0.0,0.0001,0.0,1115.4,1115.4,1115.4,1
2881,6407,1,0.0001,0.0017,0.349,538.2,557.72,1266.58,1
2881,6407,2,0.0001,0.0016,0.3484,538.2,557.72,1266.58,1
2881,7883,1,-0.0,0.0003,0.0099,414.11,441.7,570.2,1
2900,2950,R,0.000516,0.008388,0.19792,2182.28,2400.51,2684.2,1
2900,2950,W,0.000516,0.008388,0.19792,2182.28,2400.51,2684.2,1
2900,3080,1,-0.0,0.0001,0.0,2588.62,2922.06,3311.66,1
2900,3081,2,-0.0,0.0001,0.0,2588.62,2922.06,3311.66,1
2901,2911,@1,-0.0,0.0001,0.0,1115.44,1115.44,1115.44,0
2901,2911,@2,-0.0,0.0001,0.0,1115.44,1115.44,1115.44,0
2901,3901,4,0.000949,0.006458,0.00629,439.48,483.43,540.56,1
2901,7853,M,0.001906,0.011647,0.01093,370.33,407.36,455.5,0
2901,7854,O,0.001906,0.011647,0.01093,370.33,407.36,455.5,0
2901,7892,S,0.000844,0.005748,0.0056,439.48,483.43,540.57,0
2901,7893,N,0.000844,0.005748,0.0056,439.48,483.43,540.56,0
2902,22902,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2911,6369,1,0.001946,0.00389,0.10904,435.02,483.43,540.56,1
2911,6369,2,0.002749,0.00403,0.11949,435.02,483.43,540.56,1
2911,7883,1,-0.0,0.0002,0.0272,828.21,883.43,1140.54,1
2911,7884,2,0.0004,0.0006,0.0372,1236.47,1505.84,2409.35,1
2920,3080,1,-0.0,0.0001,0.0,2588.6,2922.06,3311.66,1
2920,3081,2,-0.0,0.0001,0.0,2588.62,2922.06,3311.66,1
2921,3891,1,0.001065,0.006954,0.03353,439.48,483.43,540.56,1
2921,3891,2,0.001057,0.006939,0.03468,439.48,483.43,540.56,1
2921,7883,@2,-0.0,0.0001,0.0397,557.72,557.72,557.72,0
2921,7884,@1,-0.0,0.0001,0.0355,557.72,557.72,557.72,0
2921,7885,3,0.001075,0.006956,0.03803,439.48,483.43,540.56,1
2923,22923,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2930,2950,1,0.000946,0.014652,0.35983,2182.28,2400.51,2684.2,1
2931,2941,@1,-0.0,0.0001,0.0,557.7,557.7,557.7,1
2931,2941,@2,-0.0,0.0001,0.0,557.7,557.7,557.7,1
2931,6451,1,0.0023,0.0172,0.5396,499.16,549.08,613.97,1
2931,6451,2,0.0023,0.0172,0.5396,499.16,549.08,613.97,1
2932,22932,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2941,6223,R,0.001229,0.010157,0.1165,499.16,549.08,613.97,1
2941,6223,W,0.001215,0.010162,0.12085,499.16,549.08,613.97,1
2941,6457,R,0.002367,0.020453,0.27791,499.72,549.69,614.65,1
2941,6457,W,0.00236,0.020458,0.27623,499.72,549.69,614.65,1
2951,2961,@1,-0.0,0.0001,0.0,1115.4,1115.4,1115.4,1
2951,2961,@2,-0.0,0.0001,0.0,1115.4,1115.4,1115.4,1
2951,3931,M,0.003663,0.022281,0.02107,370.33,407.36,455.5,1
2951,3931,O,0.003663,0.022281,0.02107,370.33,407.36,455.5,1
2951,3931,R,0.002757,0.024699,0.02408,499.72,549.69,614.65,1
2951,3931,W,0.002757,0.024699,0.02408,499.72,549.69,614.65,1
2951,3941,M,0.007569,0.040496,0.0261,557.72,557.72,640.92,1
2951,6513,1,0.0022,0.0201,0.2347,342.44,425.26,614.65,1
2951,6513,2,0.0021,0.0202,0.2355,342.44,425.26,614.65,1
2951,7954,O,0.0023,0.0122,0.0078,557.72,557.72,640.92,1
