from_bus,to_bus,ckt,r_pu,x_pu,b_pu,rate_a_mva,rate_b_mva,rate_c_mva,status
2951,53640,1,0.0001,0.0013,0.0287,280.53,324.04,390.4,1
2952,22952,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
2961,6515,1,0.0005,0.0043,0.0769,348.58,426.66,566.09,1
2961,6515,2,0.0009,0.0043,0.0761,348.58,426.66,566.09,1
3001,7019,1,0.006899,0.061535,0.10553,378.13,541.55,614.65,1
3001,7019,2,0.006895,0.061535,0.10511,378.13,541.55,614.65,1
3001,7952,1,0.002483,0.022129,0.02624,509.2,557.72,626.31,1
3001,7953,2,0.002483,0.022129,0.02624,509.2,557.72,626.31,1
3002,23002,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3101,4011,1,0.000492,0.0053,0.52906,537.64,557.72,1266.58,1
3101,4011,2,0.000492,0.0053,0.52906,537.64,557.72,1266.58,1
3101,4047,M,0.0007,0.0042,0.0655,370.33,407.36,455.5,1
3101,4047,O,0.0008,0.0042,0.0658,370.33,407.36,455.5,1
3102,23102,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3121,4255,1,0.00012,0.001249,0.06489,248.46,316.51,414.94,1
3121,4265,1,0.000169,0.001897,0.11238,307.02,367.54,457.89,1
3121,4275,1,0.0002,0.0018,0.096,263.52,330.45,455.94,1
3121,7515,R,0.0002,0.0012,0.0748,439.48,483.43,540.56,1
3121,7516,W,0.0002,0.0012,0.0748,439.48,483.43,540.56,1
3121,7517,2,0.00012,0.001249,0.06489,248.46,316.51,414.94,1
3122,23122,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3131,4111,M,0.0003,0.002,0.0297,499.72,549.69,614.65,1
3131,4111,O,0.0004,0.002,0.0305,499.72,549.69,614.65,1
3131,4147,1,0.000248,0.003021,0.16855,196.32,301.73,506.97,1
3131,7511,M,0.000142,0.00044,0.03733,249.58,359.45,527.88,1
3131,7512,O,0.0001,0.0007,0.038,249.58,359.45,527.88,1
3131,7567,O,0.0005,0.0044,0.1982,499.72,549.69,614.65,0
3131,7568,M,0.0006,0.0046,0.2306,499.72,549.69,614.65,0
3132,23132,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3141,7518,M,0.0015,0.0132,0.01291,509.2,557.72,626.31,1
3141,7519,O,0.0015,0.0132,0.0129,509.2,557.72,626.31,1
3142,13142,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3142,23142,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3161,4213,1,0.0008,0.0047,0.0462,370.33,407.36,455.5,1
3161,7534,O,0.001159,0.006479,0.00607,370.33,407.36,455.5,1
3162,23162,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3181,3191,@1,-0.0,0.0001,0.0,557.72,557.72,557.72,1
3181,3191,@2,-0.0,0.0001,0.0,557.72,557.72,557.72,1
3181,4573,R,0.000115,0.002432,0.15042,263.52,330.45,455.94,1
3181,4573,W,0.000207,0.002522,0.14073,263.52,330.45,455.94,1
3181,7619,3,0.0003,0.0031,0.0859,268.82,346.06,633.29,1
3181,8184,1,0.0002,0.0005,0.0082,156.99,185.72,238.15,1
3181,8184,2,0.0002,0.0006,0.0081,157.0,185.7,238.2,0
3182,23182,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3191,4353,1,0.0009,0.0066,0.0913,229.5,290.85,528.72,1
3191,4357,1,0.0012,0.0087,0.1717,229.5,290.85,528.44,1
3191,4575,1,0.0003,0.0052,0.3352,303.96,384.27,574.45,1
3211,3221,1,0.0001,0.0002,0.0052,515.33,586.72,858.33,1
3211,3221,2,-0.0,0.0002,0.0056,515.33,586.72,858.33,1
3211,4351,1,0.0004,0.0044,0.2301,253.48,0.0,0.0,1
3211,4351,2,0.0004,0.0044,0.2301,253.48,0.0,0.0,1
3211,7569,O,0.000759,0.0064,0.0542,499.72,549.69,614.65,1
3211,8141,1,-0.0,0.0002,0.0046,277.67,0.0,0.0,0
3211,8141,2,0.0001,0.0003,0.0054,277.67,0.0,0.0,1
3221,4403,1,0.0004,0.0029,0.0805,293.64,0.0,0.0,1
3221,7571,M,0.000123,0.001076,0.04052,293.64,407.36,455.5,1
3221,7573,M,0.0003,0.0024,0.0524,499.72,549.69,614.65,1
3221,7574,2,0.0003,0.0023,0.0502,499.72,549.69,614.65,1
3222,23222,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3231,7588,2,0.0003,0.0035,0.1832,253.48,372.0,527.32,0
3231,7591,W,0.0007,0.0044,0.096,245.4,320.41,540.56,1
3231,7592,R,0.0007,0.0044,0.096,245.4,320.41,540.56,1
3232,23232,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3241,3281,M,0.0027,0.0075,0.1379,778.02,778.02,832.48,1
3241,3281,O,0.0028,0.0075,0.1283,778.02,778.02,832.48,1
3241,7581,1,0.0004,0.0017,0.0029,557.72,557.72,638.53,1
3241,7582,1,0.0004,0.0018,0.003,557.72,557.72,638.53,1
3241,7589,O,1.95032e-07,1.13009e-06,2e-05,370.3,407.4,449.0,0
3241,7590,1,1.2002e-07,7.70128e-07,3e-05,370.3,407.4,449.0,0
3241,7591,W,4.95082e-08,4.74679e-07,1e-05,245.4,320.4,540.6,1
3241,7592,R,4.94082e-08,4.73679e-07,1e-05,245.4,320.4,540.6,1
3241,8160,R,0.000431,0.003713,0.10034,147.24,172.06,219.74,1
3241,8160,W,0.000441,0.00371,0.10068,147.24,172.06,219.74,0
3242,23242,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3281,7584,O,0.000396,0.0038,0.0037,499.72,549.69,614.65,0
3281,7604,1,0.0005,0.0049,0.0069,499.72,549.69,614.65,1
3281,7605,2,0.0005,0.0049,0.0069,499.72,549.69,614.65,1
3282,23282,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3291,4611,M,0.000306,0.003026,0.17492,278.86,389.85,574.45,1
3291,4611,O,0.000283,0.003057,0.17669,278.86,389.85,574.45,1
3291,4651,R,0.0003,0.0037,0.2384,198.55,308.7,513.66,1
3291,4651,W,0.0003,0.0037,0.2384,198.55,308.7,513.66,1
3292,23292,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3301,4607,1,0.00138,0.010851,0.10098,499.72,549.69,614.65,1
3301,4613,1,0.0009,0.005,0.17,370.33,407.36,455.5,1
3301,4627,1,0.00012,0.001182,0.16322,557.72,557.72,1116.0,1
3301,4629,1,0.000125,0.001302,0.37681,557.72,557.72,1148.9,1
3301,7609,1,0.0004,0.0018,0.0061,539.87,596.76,638.53,1
3301,8203,R,0.00017,0.001646,0.14249,315.67,397.1,628.83,1
3301,8203,W,0.000152,0.001632,0.14235,315.67,397.1,628.83,0
3302,23302,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3321,3331,@1,-0.0,0.0001,0.0,1115.44,1115.44,1115.44,0
3321,3331,@2,-0.0,0.0001,0.0,1115.44,1115.44,1115.44,0
3321,4715,1,0.000107,0.000718,0.13311,511.99,557.72,1021.74,0
3321,4715,2,9.6e-05,0.001013,0.0978,557.72,557.72,1450.63,0
3321,4907,R,0.0002,0.0012,0.1567,537.64,692.13,1266.58,1
3321,4907,W,0.0002,0.0012,0.1571,537.64,692.13,1266.58,1
3321,9100,1,0.001651,0.028844,0.02841,999.43,1099.38,1229.3,1
3321,9100,2,0.001651,0.028844,0.02841,999.43,1099.38,1229.3,1
3322,23322,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3331,4649,R,0.0015,0.0102,0.0681,439.48,483.43,540.56,1
3331,4649,W,0.0016,0.0103,0.0697,439.48,483.43,540.56,1
3331,4709,R,0.0006,0.0052,0.1761,342.44,425.26,725.32,1
3331,4709,W,0.0006,0.0051,0.1778,342.44,425.26,725.32,1
3331,4713,R,0.0002,0.001157,0.14063,557.72,557.72,1306.74,1
3331,4713,W,0.0002,0.001157,0.14063,557.72,557.72,1306.74,1
3341,4701,1,0.000366,0.005056,0.52442,490.24,549.69,614.65,1
3341,4755,1,0.001324,0.010001,0.01272,499.72,549.69,614.65,1
3341,4755,2,0.001323,0.009988,0.01209,499.72,549.69,614.65,1
3341,7636,1,0.000841,0.007537,0.00735,499.72,549.69,614.65,1
3342,3352,@1,-0.0,0.0001,0.0,239.0,239.0,239.0,1
3342,23342,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3352,13352,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3352,23352,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3361,4583,R,0.0023,0.0149,0.0779,370.33,407.36,455.5,1
3361,4583,W,0.0023,0.0148,0.0775,370.33,407.36,455.5,1
3361,4801,R,0.0011,0.005583,0.08745,439.48,483.43,540.56,1
3361,4801,W,0.001048,0.005517,0.0783,439.48,483.43,540.56,1
3361,4813,M,0.0036,0.0141,0.0974,283.6,306.75,343.56,1
3361,4813,O,0.0036,0.0138,0.3403,283.6,306.75,343.56,1
3361,4907,M,0.0017,0.0081,0.2221,567.2,596.76,638.53,1
3361,4907,O,0.0017,0.0081,0.2238,567.2,596.76,638.53,1
3362,3364,@1,-0.0,0.0001,0.0,239.0,239.0,239.0,1
3362,23362,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3364,23364,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3371,4751,1,0.00146,0.012483,0.08947,411.04,549.69,614.65,1
3371,7630,R,0.000851,0.007621,0.00743,439.48,483.43,540.56,1
3371,7636,1,0.001627,0.014576,0.01421,499.72,549.69,614.65,1
3371,7639,W,0.000851,0.007621,0.00743,439.48,483.43,540.56,1
3372,3374,@1,-0.0,0.0001,0.0,239.0,239.0,239.0,0
3372,13372,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3372,23372,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3374,23374,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3391,3401,@1,-0.0,0.0001,0.0,557.72,557.72,557.72,0
3391,3401,@2,-0.0,0.0001,0.0,557.72,557.72,557.72,0
3391,4993,1,0.000265,0.002975,0.09252,342.44,409.92,532.62,1
3391,4993,2,0.00031,0.002971,0.09222,342.44,409.92,532.62,1
3391,4995,R,0.0006,0.004,0.306,439.48,483.43,540.56,1
3391,4995,W,0.0006,0.0039,0.3044,439.48,483.43,540.56,1
3391,4999,R,0.0006,0.0033,0.1071,370.33,407.36,455.5,1
3391,4999,W,0.0005,0.0033,0.107,370.33,407.36,455.5,1
3392,3394,@1,-0.0,0.0001,0.0,239.0,239.0,239.0,0
3392,23392,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3394,23394,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3401,5005,R,7.1e-05,0.000579,0.07031,557.72,557.72,1031.22,1
3401,5005,W,7.1e-05,0.000579,0.07031,557.72,557.72,1031.22,1
3401,5017,R,9.8e-05,0.000943,0.12309,557.72,557.72,2145.55,1
3401,5017,W,9.8e-05,0.000943,0.12309,557.72,557.72,2145.55,1
3401,5091,M,0.000367,0.002475,0.01508,439.48,483.43,540.56,1
3401,5091,O,0.000372,0.002475,0.01559,439.48,483.43,540.56,1
3411,3431,R,0.0059,0.0281,0.0636,439.48,483.43,540.56,1
3411,3431,W,0.0059,0.0281,0.0636,439.48,483.43,540.56,1
3411,7650,1,0.001509,0.013012,0.02049,491.91,549.69,614.65,1
3411,8301,1,0.001641,0.01411,0.02393,342.44,425.26,614.65,1
3411,8302,1,0.0001,0.0012,0.0349,342.44,0.0,0.0,1
3411,8302,2,0.0001,0.0012,0.0349,342.44,0.0,0.0,1
3412,23412,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3421,3431,@1,-0.0,0.0001,0.0,557.7,0.0,0.0,1
3421,3431,@2,-0.0,0.0001,0.0,557.7,0.0,0.0,1
3421,7656,M,0.0018,0.0125,0.0122,439.48,483.43,540.56,0
3421,7657,O,0.002,0.0135,0.0142,412.16,0.0,0.0,0
3422,13422,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3422,23422,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3431,5055,1,0.001716,0.013771,0.04187,499.72,549.69,614.65,1
3431,5055,2,0.001702,0.01377,0.04106,499.72,549.69,614.65,1
3431,5079,R,0.0005,0.003032,0.12084,499.72,549.69,614.65,1
3431,5079,W,0.0005,0.003019,0.1235,499.72,549.69,614.65,1
3441,5091,R,9.5e-05,0.00059,0.03579,499.72,549.69,614.65,1
3441,5091,W,0.0001,0.000588,0.03632,499.72,549.69,614.65,1
3441,7656,M,0.0001,0.0005,0.0019,439.48,483.43,540.56,1
3441,7657,O,0.0001,0.0005,0.0032,439.48,483.43,540.56,1
3442,23442,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3451,5505,1,0.0002,0.0026,0.1685,226.99,337.42,486.05,1
3451,5505,2,0.0002,0.0026,0.1684,226.99,337.42,486.05,1
3451,5505,3,0.0004,0.0037,0.0844,248.46,290.29,392.08,1
3451,7662,1,0.0014,0.0091,0.0212,439.48,0.0,0.0,1
3451,7663,1,0.0014,0.0091,0.0212,439.48,0.0,0.0,1
3452,23452,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3461,7661,2,0.004,0.025,0.0303,691.57,0.0,0.0,1
3462,23462,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3471,5013,1,0.0004,0.002,0.2306,557.72,557.72,1306.74,1
3471,5021,1,0.0006,0.0051,0.1486,283.6,0.0,0.0,1
3471,5021,2,0.0006,0.0051,0.1486,283.6,0.0,0.0,1
3471,5023,1,0.0003,0.0017,0.19688,557.72,557.72,1306.74,1
3471,5025,1,0.0002,0.0013,0.14297,557.72,557.72,1306.74,1
3472,23472,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3481,5913,R,0.0009,0.0061,0.2313,499.72,549.69,614.65,1
3481,5913,W,0.000601,0.005886,0.22064,499.72,549.69,614.65,1
3482,23482,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3521,5651,1,0.000372,0.001478,0.35321,394.31,557.72,1025.09,1
3521,5655,R,0.000125,0.001787,0.2223,557.72,557.72,1306.74,1
3521,5655,W,0.000195,0.001785,0.22158,557.72,557.72,1306.74,1
3521,5665,1,0.000448,0.004471,0.23042,210.26,306.47,462.07,1
3521,5667,1,0.000212,0.002225,0.06108,342.44,425.26,725.32,1
3521,5669,1,0.0006,0.0049,0.1418,342.44,425.26,725.32,1
3521,5671,1,0.0004,0.0035,0.1013,269.0,0.0,0.0,1
3521,5685,1,0.0003,0.0026,0.0659,499.72,549.69,614.65,1
3521,5685,2,0.0003,0.0026,0.0659,499.72,549.69,614.65,1
3522,23522,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3531,5681,1,0.001134,0.009785,0.07119,471.27,549.69,614.65,0
3531,5681,2,0.0013,0.0098,0.0719,471.27,549.69,614.65,0
3531,7688,R,0.0016,0.0146,0.0143,499.72,549.69,614.65,1
3531,7689,W,0.0016,0.0146,0.0143,499.72,549.69,614.65,1
3532,13532,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3532,23532,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3551,5853,1,0.000985,0.006354,0.1401,439.48,483.43,540.56,1
3551,5855,1,0.000342,0.003163,0.35809,537.64,557.72,1266.58,1
3551,5855,2,0.000323,0.003195,0.37727,537.64,557.72,1266.58,1
3551,5903,M,0.0011,0.0091,0.0437,499.72,549.69,614.65,0
3551,5903,O,0.0011,0.0091,0.0441,499.72,549.69,614.65,0
3551,7720,R,0.0022,0.0149,0.0145,439.48,483.43,540.56,1
3551,7721,W,0.0022,0.0149,0.0145,439.48,483.43,540.56,1
3551,7750,R,0.0009,0.005519,0.00521,439.48,483.43,540.56,1
3552,23552,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3661,3701,1,0.0047,0.0417,0.0407,499.72,549.69,614.65,1
3661,5995,1,0.000108,0.000787,0.10948,522.58,557.72,1245.39,1
3661,5995,2,0.000107,0.000801,0.1096,522.58,557.72,1245.39,1
3661,6009,W,0.003761,0.030875,0.12183,439.48,483.43,540.56,1
3661,6011,1,0.000244,0.002094,0.25181,557.72,557.72,1306.74,1
3661,6033,1,0.0005,0.0027,0.30469,557.72,557.72,1306.74,1
3661,7810,1,0.0032,0.0291,0.0284,499.72,549.69,614.66,1
3662,23662,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3671,6023,M,0.0005,0.0029,0.3043,683.0,0.0,0.0,1
3671,6023,O,0.0005,0.0029,0.3043,683.8,0.0,0.0,1
3671,7820,R,0.0072,0.0408,0.0992,370.33,407.36,455.5,1
3671,7821,W,0.0072,0.0408,0.0992,370.33,407.36,455.5,1
3672,23672,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3681,5955,1,0.000925,0.007803,0.10251,499.72,549.69,614.65,1
3681,5955,2,0.000915,0.0079,0.10178,499.72,549.69,614.65,1
3681,6017,M,0.001232,0.006569,0.06871,370.33,407.36,455.5,1
3681,6017,O,0.001171,0.006525,0.07883,370.33,407.36,455.5,1
3681,7818,1,0.0006,0.0049,0.0866,499.72,549.69,614.65,1
3681,7819,2,0.0011,0.0098,0.0876,499.16,549.08,613.97,1
3681,7820,R,0.0021,0.0115,0.0492,370.33,407.36,455.5,1
3681,7821,W,0.0021,0.0116,0.049,370.33,407.36,455.5,1
3682,23682,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3691,7805,1,0.0152,0.0302,1.309,186.84,225.32,299.22,1
3691,7806,2,0.015,0.0299,1.2768,186.84,225.32,299.22,0
3692,3694,R,0.005815,0.053132,0.0406,128.0,0.0,0.0,1
3692,3694,W,0.006091,0.052895,0.04035,128.0,0.0,0.0,1
3694,13694,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3694,23694,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3701,5941,1,0.0031,0.0267,0.2724,499.72,549.69,614.65,1
3701,7790,1,0.001,0.0106,0.2854,269.1,335.19,489.68,1
3701,7791,2,0.001,0.0106,0.2839,269.1,335.2,489.7,1
3701,7805,1,0.0014,0.0122,0.0119,499.72,549.69,614.65,1
3701,7806,2,0.0014,0.0122,0.0119,499.72,549.69,614.65,1
3702,13702,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3702,23702,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3711,3721,@1,-0.0,0.0001,0.0,1115.4,0.0,0.0,0
3711,3721,@2,-0.0,0.0001,0.0,1115.4,0.0,0.0,0
3711,6073,1,0.0006,0.0056,0.8255,539.9,678.2,981.0,1
3711,6073,2,0.0006,0.0056,0.8909,539.87,678.19,981.03,1
3711,6073,3,0.0006,0.0056,0.7335,539.87,678.19,981.03,1
3711,9350,1,0.0007,0.002,0.0386,609.59,749.58,904.09,1
3711,9350,2,0.0007,0.002,0.0384,609.59,749.58,904.09,1
3711,9350,3,0.0007,0.002,0.0386,609.59,749.58,904.09,1
3721,6043,1,0.0015,0.0129,0.015,499.72,549.69,614.65,1
3721,6043,2,0.0015,0.0129,0.0158,499.72,549.69,614.65,1
3721,6063,1,0.0016,0.0098,0.0145,557.72,557.72,739.98,1
3721,6063,2,0.0016,0.0102,0.0242,691.57,691.57,739.98,1
3721,7820,R,0.00479,0.027275,0.02535,370.33,407.36,455.5,0
3721,7821,W,0.00479,0.027275,0.02535,370.33,407.36,455.5,0
3721,7827,3,0.0025,0.0222,0.0216,499.72,549.69,614.65,1
3721,7828,4,0.00248,0.022217,0.0216,499.72,549.69,614.65,1
3721,7830,R,0.004,0.0224,0.033,370.33,407.36,455.5,0
3721,7831,W,0.0038,0.0214,0.0321,370.33,407.36,455.5,0
3721,9340,R,0.000166,0.001398,0.00346,1018.4,1018.4,1120.24,1
3721,9340,W,0.000158,0.001413,0.0029,1018.4,1018.4,1120.24,1
3722,23722,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3731,6055,1,0.000396,0.002502,0.12776,231.45,327.1,496.93,1
3731,6055,2,0.000216,0.002573,0.12543,231.45,327.1,496.93,1
3731,6059,1,0.000843,0.007548,0.00736,499.72,549.69,614.65,1
3731,6067,R,0.0004,0.0039,0.1266,315.67,396.82,693.52,1
3731,6067,W,0.0004,0.0039,0.1267,315.67,396.82,693.52,1
3731,6071,1,0.000961,0.008189,0.03119,499.72,549.69,614.65,1
3731,6083,1,0.0005,0.0024,0.2756,538.2,557.72,1266.58,1
3731,6083,2,0.0004,0.0023,0.2625,537.64,557.72,1266.58,1
3731,7823,W,0.0014,0.0123,0.111,499.72,549.69,614.65,1
3731,7824,R,0.0015,0.0137,0.0134,499.72,549.69,614.65,1
3732,23732,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3761,6079,1,0.0003,0.0032,0.0718,269.1,341.88,431.4,1
3761,6079,2,0.0003,0.0043,0.2515,278.86,389.85,574.45,1
3761,6107,R,0.000341,0.004259,0.25175,278.86,389.85,574.45,1
3761,6109,1,0.0007,0.0037,0.1817,370.33,407.36,455.5,1
3761,7830,R,0.0007,0.0038,0.0035,370.33,407.36,455.5,1
3762,23762,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3791,6161,1,0.0008,0.005,0.3842,370.33,407.36,455.5,0
3791,6161,2,0.0009,0.0051,0.4111,370.33,407.36,455.5,0
3791,7838,1,0.0014,0.0077,0.0215,499.72,549.69,614.65,1
3791,7839,1,0.0017,0.0092,0.0241,370.33,407.36,455.5,1
3791,8580,R,0.000248,0.002758,0.08126,342.44,425.26,725.32,0
3791,8580,W,0.000247,0.002765,0.08147,342.44,425.26,725.32,1
3792,23792,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3811,6161,R,0.000214,0.0018,0.50591,394.31,557.72,1025.09,1
3811,6161,W,0.00017,0.001848,0.50706,394.31,557.72,1025.09,1
3811,6207,R,0.000238,0.001502,0.07019,394.31,549.69,614.65,1
3811,6207,W,0.000406,0.001545,0.03184,499.72,549.69,614.65,1
3811,7845,M,6e-08,0.0001,0.0,0.0,0.0,0.0,0
3811,7846,O,6.001e-08,0.0001,0.0,0.0,0.0,0.0,0
3811,8615,R,0.000303,0.002508,0.06618,342.44,425.26,725.32,0
3811,8615,W,0.000306,0.002492,0.06642,342.44,425.26,725.32,0
3812,23812,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3881,7890,R,-0.0,1e-06,0.0,0.0,0.0,0.0,1
3881,7892,S,0.0012,0.008,0.0309,437.25,483.43,540.56,1
3881,7893,N,0.001193,0.007953,0.06142,394.31,483.43,540.56,1
3881,9902,W,0.00016,0.001949,0.10874,278.86,389.85,574.45,1
3882,23882,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3891,7886,3,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3891,7887,1,0.0006,0.0026,0.0045,557.72,557.72,640.92,1
3891,7888,2,0.0006,0.0026,0.0045,557.72,557.72,640.92,1
3891,9925,1,0.0001,0.0003,0.03,537.64,557.72,1266.58,1
3891,9925,2,0.0001,0.0003,0.03,537.64,557.72,1266.58,1
3892,23892,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3901,7891,1,-0.0,1e-06,0.0,0.0,0.0,0.0,1
3901,7894,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3901,65080,1,0.0002,0.0024,0.0542,270.2,0.0,0.0,1
3921,3941,1,0.01157,0.056815,0.05267,219.74,241.72,270.28,1
3922,23922,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3923,13923,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3931,6511,1,0.000663,0.004964,0.0521,499.72,549.69,614.65,1
3931,6511,2,0.000665,0.004966,0.05198,499.72,549.69,614.65,1
3931,6521,R,0.004583,0.033885,0.0359,437.81,481.59,538.51,1
3931,6521,W,0.004583,0.033879,0.03665,437.81,481.59,538.51,1
3932,23932,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3941,7003,1,0.007163,0.035985,0.0271,557.72,557.72,640.92,1
3941,7003,2,0.0073,0.0356,0.0257,557.72,557.72,640.92,1
3941,7954,O,0.0053,0.0283,0.0182,557.72,557.72,640.92,1
3942,23942,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3951,7011,R,0.00016,0.001591,0.19393,550.47,557.72,1260.45,1
3951,7011,W,0.000182,0.001583,0.19387,550.47,557.72,1260.45,1
3951,7952,1,0.0029,0.0261,0.0254,509.2,557.72,626.31,1
3951,7953,2,0.002893,0.0261,0.0254,509.2,557.72,626.31,1
3952,23952,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
3971,7021,R,0.001,0.0096,0.1619,499.72,549.69,614.65,1
3971,7023,1,0.002319,0.019692,0.05275,509.2,557.72,626.31,1
3971,7023,2,0.002302,0.019611,0.0512,509.2,557.72,626.31,1
3971,7029,1,0.0011,0.0064,0.2061,499.72,549.69,614.65,1
3971,7950,1,0.0034,0.017,0.0206,557.72,557.72,640.92,1
3971,7951,2,0.0033,0.017,0.0206,557.72,557.72,640.92,1
3971,67500,1,0.0003,0.0035,0.0794,270.2,0.0,0.0,1
3971,67520,1,0.0002,0.0022,0.0504,270.22,0.0,0.0,1
3972,23972,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4001,4015,1,0.0053,0.0479,0.1104,283.6,356.38,502.23,1
4001,7513,W,0.0004,0.002,0.001,254.6,280.06,313.16,1
4001,7514,1,0.000715,0.003902,0.015,254.6,280.06,313.16,1
4001,8009,R,0.0008,0.0044,0.0081,254.6,280.06,313.16,1
4001,8011,R,0.00068,0.004047,0.04485,254.6,280.06,313.16,1
4001,60000,1,0.0001,0.0003,0.0075,206.91,267.43,387.89,1
4001,60020,1,0.0002,0.0001,0.0028,206.91,267.43,387.89,1
4001,60120,1,0.0001,0.0005,0.0018,345.23,423.87,572.22,1
4002,24002,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4011,7509,1,-0.0,1e-06,0.0,0.0,0.0,0.0,1
4011,9500,1,0.000553,0.004818,0.08947,294.48,353.37,441.71,1
4011,9500,2,0.000514,0.004551,0.08104,294.48,353.37,441.71,1
4011,60080,1,-0.0,0.0001,0.0014,316.5,373.39,385.94,1
4011,60085,2,0.0001,0.0002,0.0052,316.5,373.4,385.9,1
4012,24012,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4015,60040,1,0.0001,0.0002,0.0043,416.9,477.97,551.59,1
4016,24016,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4025,4029,1,0.000217,0.002317,0.27852,537.64,557.72,1266.58,1
4025,4029,2,0.000229,0.002363,0.29021,537.64,557.72,1266.58,1
4025,4047,M,0.0011,0.0049,0.2316,557.72,557.72,597.36,1
4025,4047,O,0.001,0.0049,0.2311,557.72,557.72,597.36,1
4025,4117,R,0.007018,0.039532,0.05138,370.33,407.36,455.5,1
4025,4117,W,0.006998,0.039523,0.05233,370.33,407.36,455.5,1
4026,24026,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4027,4029,1,0.000223,0.002611,0.07517,315.67,399.33,693.52,1
4027,4029,2,0.00023,0.002704,0.07499,315.67,399.33,693.52,1
4028,24028,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4030,24030,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4048,24048,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4107,4203,R,0.0001,0.001213,0.06769,278.86,389.85,574.45,1
4107,4203,W,0.0001,0.001213,0.06769,278.86,389.85,574.45,1
4107,7515,R,0.00028,0.003412,0.19039,278.86,389.85,574.45,1
4107,7516,W,0.00028,0.003412,0.19039,278.86,389.85,574.45,1
4107,8026,R,1.7e-05,9.9e-05,0.00297,154.49,182.1,301.17,1
