from_bus,to_bus,k_bus,ckt,name,status,r12_pu,x12_pu,sbase12_mva,windv1,nomv1,ang1_deg,rata1_mva,ratb1_mva,ratc1_mva,windv2,nomv2
1593,1591,0,3,仙渡D.T3                                ,1,0.0071,0.2809,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
1593,1591,0,4,仙渡D.T4                                ,1,0.0073,0.2821,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
1663,1661,0,1,深美D.T2                                ,1,0.00897,0.28903,60.0,0.9625,23.9,0.0,60.0,60.0,0.0,1.0,161.0
60200,1891,0,1,龍潭儲D.T1                              ,1,0.0077,0.2707,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2003,2001,0,1,峨眉D.T1                                ,1,0.00882,0.28182,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2003,2001,0,2,峨眉D.T2                                ,1,0.0087,0.2662,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2032,2031,0,1,竹工D.T1                                ,1,0.0082,0.266,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2032,2031,0,2,竹工D.T2                                ,1,0.0082,0.2639,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2042,2041,0,1,竹工D.T3                                ,1,0.0075,0.2846,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2042,2041,0,2,竹工D.T4                                ,1,0.0075,0.2844,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2133,2131,0,3,后里D.T3                                ,1,0.0082,0.2734,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2143,2141,0,2,后里D.T2                                ,1,0.008,0.2725,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2173,2171,0,1,中科D.T2                                ,1,0.0074,0.2852,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2173,2171,0,2,中科D.T1                                ,1,0.0073,0.2716,60.0,1.0,23.9,0.0,60.0,0.0,0.0,1.0,161.0
2183,2181,0,2,中科D.T3                                ,1,0.0073,0.2875,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2203,2201,0,1,霧峰D.T3                                ,1,0.008,0.26538,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2203,2201,0,2,霧峰D.T4                                ,1,0.008,0.26405,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2303,2301,0,1,彰濱D.T3                                ,1,0.00733,0.29323,60.0,0.975,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2303,2301,0,2,彰濱D.T4                                ,1,0.00867,0.2797,60.0,0.975,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2323,2321,0,2,彰林D.T2                                ,1,0.0086,0.2635,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2333,2331,0,3,彰林D.T3                                ,1,0.0086,0.2664,60.0,1.025,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2353,2351,0,1,全興D.T1                                ,1,0.00717,0.28792,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2353,2351,0,2,全興D.T2                                ,1,0.00817,0.28655,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2353,2351,0,3,全興D.T3                                ,1,0.00733,0.28023,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2503,2501,0,1,嘉民北D.T1                              ,1,0.0082,0.2854,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2603,2601,0,2,南科東D.T2                              ,1,0.00735,0.28823,60.0,1.025,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2603,2601,0,3,南科東D.T3                              ,1,0.00733,0.28807,60.0,1.025,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2613,2611,0,1,南科西D.T1                              ,1,0.00875,0.2792,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2613,2611,0,4,南科西D.T4                              ,1,0.00867,0.283,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2621,95200,0,1,南科南D.T1                              ,1,0.0,0.0001,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2673,2671,0,4,路北D.T4                                ,1,0.00733,0.2834,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2683,2681,0,1,路北D.T1                                ,1,0.00733001,0.28123,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2683,2681,0,3,路北D.T3                                ,1,0.00717,0.28258,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2753,2751,0,1,仁武D.T1                                ,1,0.00878,0.28168,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2753,2751,0,2,仁武D.T2                                ,1,0.00878,0.28168,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2763,2761,0,3,仁武D.T3                                ,1,0.00878,0.28168,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2763,2761,0,4,仁武D.T4                                ,1,0.00875,0.28195,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2803,2801,0,1,高雄D.T1                                ,1,0.00733,0.28657,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2803,2801,0,2,高雄D.T2                                ,1,0.00733,0.28757,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2813,2811,0,3,高雄D.T3                                ,1,0.00733,0.2839,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2813,2811,0,4,高雄D.T4                                ,1,0.00733,0.2864,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2853,2851,0,1,五甲D.T1                                ,1,0.0078,0.2724,60.0,0.9875,23.9,0.0,60.0,0.0,0.0,1.0,161.0
2853,2851,0,2,五甲D.T2                                ,1,0.0078,0.2726,60.0,0.9875,23.9,0.0,60.0,0.0,0.0,1.0,161.0
2863,2861,0,3,五甲D.T3                                ,1,0.0072,0.2779,60.0,0.9875,23.9,0.0,60.0,0.0,0.0,1.0,161.0
2923,2921,0,1,高港丙D.T1                              ,1,0.0088,0.2821,60.0,1.025,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2923,2921,0,2,高港丙D.T2                              ,1,0.0088,0.28,60.0,1.025,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2933,2931,0,2,瀰力D.T2                                ,1,0.0087,0.2802,60.0,1.025,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2943,2941,0,3,瀰力D.T3                                ,1,0.0087,0.2804,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
2953,2951,0,1,大鵬D.T1                                ,1,0.0085,0.2769,60.0,1.0125,23.9,0.0,60.0,0.0,0.0,1.0,161.0
3003,3001,0,1,鳳林D.T1                                ,1,0.01777,0.5844,30.0,1.0,23.9,0.0,30.0,30.0,0.0,1.0,161.0
3003,3001,0,2,鳳林D.T2                                ,1,0.0178,0.58407,30.0,1.0,23.9,0.0,30.0,30.0,0.0,1.0,161.0
3133,3131,0,1,南港D.T4                                ,1,0.00867,0.27203,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3133,3131,0,2,南港D.T5                                ,1,0.00867,0.2742,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3143,3141,0,3,八堵D.T3                                ,1,0.00905,0.28868,60.0,0.9625,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3143,3141,0,4,八堵D.T4                                ,1,0.00911,0.28664,60.0,0.9625,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3183,3181,0,1,板橋D.T1                                ,1,0.01767,0.54171,30.0,1.025,23.9,0.0,30.0,30.0,30.0,1.0,161.0
3183,3181,0,2,板橋D.T2                                ,1,0.00732,0.28357,60.0,1.025,23.9,0.0,60.0,60.0,60.0,1.0,161.0
3193,3191,0,3,板橋D.T3                                ,1,0.0076,0.29757,60.0,1.0125,23.9,0.0,60.0,60.0,60.0,1.0,161.0
3193,3191,0,4,板橋D.T4                                ,1,0.00867,0.27887,60.0,1.0125,23.9,0.0,60.0,60.0,60.0,1.0,161.0
3193,3191,0,5,板橋D.T5                                ,1,0.00867,0.27937,60.0,1.0125,23.9,0.0,60.0,60.0,60.0,1.0,161.0
3193,3191,0,6,板橋D.T6                                ,1,0.00867,0.2802,60.0,1.0125,23.9,0.0,60.0,60.0,60.0,1.0,161.0
3213,3211,0,1,萬隆D.T1                                ,1,0.007,0.2829,100.0,1.0,23.9,30.0,60.0,0.0,0.0,1.0,161.0
3213,3211,0,2,萬隆D.T2                                ,1,0.007,0.2829,100.0,1.0,23.9,30.0,60.0,0.0,0.0,1.0,161.0
3213,3211,0,3,萬隆D.T3                                ,1,0.007,0.2829,100.0,1.0,23.9,30.0,60.0,0.0,0.0,1.0,161.0
3223,3221,0,1,台北D.T5                                ,1,0.009,0.2797,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3223,3221,0,2,台北D.T6                                ,1,0.00722,0.27907,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3243,3241,0,1,蘆洲D.T4                                ,1,0.00867,0.28703,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3243,3241,0,2,蘆洲D.T5                                ,1,0.00905,0.2874,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3243,3241,0,3,蘆洲D.T6                                ,1,0.00903,0.28672,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3243,3241,0,4,蘆洲D.T7                                ,1,0.008,0.2664,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3283,3281,0,1,東林D.T1                                ,1,0.00717,0.27557,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3283,3281,0,2,東林D.T2                                ,1,0.00717,0.2754,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3283,3281,0,3,東林D.T3                                ,1,0.007,0.27608,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3293,3291,0,1,蘆竹D.T1                                ,1,0.0085,0.28303,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3293,3291,0,2,蘆竹D.T2                                ,1,0.0085,0.28503,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3303,3301,0,1,樹德D.T3                                ,1,0.00838,0.27037,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3303,3301,0,2,樹德D.T4                                ,1,0.00867,0.27837,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3323,3321,0,1,中壢D.T3                                ,1,0.0085,0.2807,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3323,3321,0,2,中壢D.T4                                ,1,0.0085,0.2807,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3363,3361,0,1,松樹D.T1                                ,1,0.0087,0.2822,60.0,1.025,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3363,3361,0,2,松樹D.T2                                ,1,0.00783,0.28473,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3363,3361,0,3,松樹D.T3                                ,1,0.00783,0.28457,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3393,3391,0,1,新竹D.T4                                ,1,0.009,0.27918,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3393,3391,0,2,新竹D.T3                                ,1,0.00817,0.29655,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3413,3411,0,1,苗栗D.T1                                ,1,0.0085,0.2824,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3413,3411,0,2,苗栗D.T2                                ,1,0.0085,0.2837,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3443,3441,0,1,龍秀D.T1                                ,1,0.00867,0.28037,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3443,3441,0,2,龍秀D.T2                                ,1,0.0085,0.29022,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3443,3441,0,3,龍秀D.T3                                ,1,0.00717,0.27757,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3453,3451,0,1,翁子D.T1                                ,1,0.0088,0.2768,60.0,1.0,23.9,0.0,60.0,0.0,0.0,1.0,161.0
3453,3451,0,2,翁子D.T2                                ,1,0.0088,0.2768,60.0,1.0,23.9,0.0,60.0,0.0,0.0,1.0,161.0
3483,3481,0,1,埔里D.T4                                ,1,0.00883,0.2803,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3483,3481,0,2,埔里D.T5                                ,1,0.00873,0.2807,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3523,3521,0,1,中市D.T2                                ,1,0.00767,0.2839,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3523,3521,0,2,中市D.T3                                ,1,0.00883,0.26702,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3523,3521,0,6,中市D.T6                                ,1,0.007333,0.265833,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3553,3551,0,1,彰化D.T1                                ,1,0.00817,0.29072,60.0,1.025,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3553,3551,0,2,彰化D.T2                                ,1,0.00833,0.29022,60.0,1.025,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3663,3661,0,1,雲林D.T1                                ,1,0.0085,0.2837,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3663,3661,0,2,雲林D.T2                                ,1,0.0085,0.2842,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3673,3671,0,1,嘉義D.T2                                ,1,0.00897,0.28837,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3683,3681,0,2,新營D.T2                                ,1,0.0085,0.2627,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3683,3681,0,3,新營D.T3                                ,1,0.0085,0.26587,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3694,3695,0,1,馬公D.T1                                ,1,0.0,0.0871,15.0,1.0,69.0,0.0,15.0,20.0,25.0,1.048,11.4
3694,3695,0,2,馬公D.T2                                ,1,0.0,0.086,15.0,1.0,69.0,0.0,15.0,20.0,25.0,1.048,11.4
3694,3695,0,3,馬公D.T3                                ,1,0.0,0.0861,15.0,1.0,69.0,0.0,15.0,20.0,25.0,1.048,11.4
3694,3695,0,4,馬公D.T4                                ,1,0.0,0.0939,15.0,1.0,69.0,0.0,15.0,20.0,25.0,1.048,11.4
3723,3721,0,6,山上D.T6                                ,1,0.0083,0.2919,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3733,3731,0,1,安南D.T1                                ,1,0.00783,0.2839,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3733,3731,0,2,安南D.T2                                ,1,0.008,0.28405,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3733,3731,0,3,安南D.T3                                ,1,0.00867,0.2897,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3763,3761,0,1,台南D.T5                                ,1,0.00867,0.27853,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3763,3761,0,2,台南D.T6                                ,1,0.00733,0.27773,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3763,3761,0,3,台南D.T7                                ,1,0.0075,0.27973,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3763,3761,0,4,台南D.T8                                ,1,0.00883,0.26485,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3793,3791,0,1,岡山D.T4                                ,1,0.0085,0.288541,60.0,1.025,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3793,3791,0,2,岡山D.T5                                ,1,0.0092,0.2832,60.0,1.025,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3813,3811,0,1,社武D.T1                                ,1,0.00883,0.28303,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3813,3811,0,2,社武D.T2                                ,1,0.00733,0.29873,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3903,3901,0,1,南工甲D.T2                              ,1,0.00883,0.28103,60.0,1.0375,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3923,3921,0,1,墾丁D.T1                                ,1,0.00837,0.29172,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3923,3921,0,2,墾丁D.T2                                ,1,0.0087,0.2812,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3933,3931,0,3,屏東D.T3                                ,1,0.0075,0.2659,60.0,1.0,23.9,0.0,60.0,0.0,0.0,1.0,161.0
3953,3951,0,1,花蓮D.T4                                ,1,0.00883,0.28337,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3973,3971,0,4,台東D.T4                                ,1,0.00783333,0.272221,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
3973,3971,0,5,台東D.T5                                ,1,0.009,0.2871,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4002,4001,0,1,和仁D.T1                                ,1,0.00833,0.26803,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4002,4001,0,2,和仁D.T2                                ,1,0.00833,0.26803,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4012,4011,0,1,利澤D.T1                                ,1,0.0083,0.2859,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4012,4011,0,2,利澤D.T2                                ,1,0.0082,0.2739,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4012,4011,0,3,利澤D.T3                                ,1,0.0073,0.2799,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4012,4011,0,4,利澤D.T4                                ,1,0.0073,0.2791,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4016,4015,0,1,蘇東D.T1                                ,1,0.0157,0.5294,30.0,1.0125,23.9,0.0,30.0,30.0,0.0,1.0,161.0
4026,4025,0,1,員山D.T1                                ,1,0.008,0.26638,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4026,4025,0,2,員山D.T2                                ,1,0.008,0.26472,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4028,4027,0,1,宜市D.T1                                ,1,0.0082,0.2694,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4028,4027,0,2,宜市D.T2                                ,1,0.0082,0.2682,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4030,4029,0,1,宜府D.T1                                ,1,0.008,0.2665,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4030,4029,0,2,宜府D.T2                                ,1,0.0078,0.2671,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4048,4047,0,1,廣安D.T1                                ,1,0.0084,0.2789,60.0,1.0,23.9,0.0,60.0,0.0,0.0,1.0,161.0
4048,4047,0,2,廣安D.T2                                ,1,0.0092,0.2777,60.0,1.0,23.9,0.0,60.0,0.0,0.0,1.0,161.0
4108,4107,0,1,西湖D.T2                                ,1,0.0088,0.2804,60.0,0.975,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4108,4107,0,2,西湖D.T3                                ,1,0.0088,0.28,60.0,0.975,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4108,4107,0,3,西湖D.T1                                ,1,0.00742,0.2789,60.0,0.975,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4110,4109,0,1,民權D.T1                                ,1,0.0073,0.2807,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4110,4109,0,2,民權D.T2                                ,1,0.0085,0.2857,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4110,4109,0,3,民權D.T3                                ,1,0.0075,0.2806,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4112,4111,0,1,八連D.T1                                ,1,0.0087,0.2792,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4112,4111,0,2,八連D.T2                                ,1,0.0087,0.2799,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4112,4111,0,3,八連D.T3                                ,1,0.0086,0.3007,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4114,4113,0,1,北資D.T1                                ,1,0.00633,0.2791,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4114,4113,0,2,北資D.T2                                ,1,0.00833,0.26953,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4114,4113,0,3,北資D.T3                                ,1,0.00833,0.26937,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4114,4113,0,4,北資D.T4                                ,1,0.0073,0.2641,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4116,4115,0,1,茄苳D.T1                                ,1,0.0086,0.2669,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4116,4115,0,2,茄苳D.T2                                ,1,0.0087,0.2682,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4118,4117,0,1,坪林D.T2                                ,1,0.0088,0.28,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4118,4117,0,2,坪林D.T3                                ,1,0.0088,0.2808,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4128,4127,0,1,澳底D.T1                                ,1,0.0085,0.2667,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4128,4127,0,2,澳底D.T2                                ,1,0.0085,0.26487,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4140,4139,0,1,光明D.T1                                ,1,0.0085,0.2767,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4140,4139,0,2,光明D.T2                                ,1,0.0085,0.28,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4142,4141,0,1,玉成臨D.T1                              ,1,0.007,0.2762,60.0,1.0,23.9,0.0,60.0,0.0,0.0,1.0,161.0
4144,4143,0,1,週美D.T1                                ,1,0.00633,0.27963,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4144,4143,0,2,週美D.T2                                ,1,0.00817,0.26722,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4144,4143,0,3,週美D.T3                                ,1,0.00633,0.2786,60.0,1.0125,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4148,4147,0,1,橋東D.T1                                ,1,0.00783333,0.267552,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4148,4147,0,2,橋東D.T2                                ,1,0.00656667,0.298461,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4162,4161,0,1,沙崙D.T1                                ,1,0.0082,0.2679,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4162,4161,0,2,沙崙D.T2                                ,1,0.0082,0.2659,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4162,4161,0,3,沙崙D.T3                                ,1,0.0067,0.2769,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4204,4203,0,1,大直D.T1                                ,1,0.0088,0.2817,60.0,0.975,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4204,4203,0,2,大直D.T2                                ,1,0.0087,0.2845,60.0,0.975,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4204,4203,0,3,大直D.T3                                ,1,0.0082,0.2687,60.0,0.975,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4208,4207,0,1,百齡D.T1                                ,1,0.0085,0.28387,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4208,4207,0,2,百齡D.T2                                ,1,0.0085,0.28387,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4214,4213,0,1,蘭雅D.T1                                ,1,0.0085,0.28905,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4214,4213,0,2,蘭雅D.T2                                ,1,0.0085,0.28553,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4214,4213,0,3,蘭雅D.T3                                ,1,0.00783,0.2849,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4256,4255,0,1,民生D.T1                                ,1,0.0083,0.2809,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4256,4255,0,2,民生D.T2                                ,1,0.0089,0.2784,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4256,4255,0,3,民生D.T3                                ,1,0.0093,0.2905,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4258,4257,0,1,榮星D.T1                                ,1,0.0075,0.2832,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4258,4257,0,2,榮星D.T2                                ,1,0.007,0.2754,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4258,4257,0,3,榮星D.T3                                ,1,0.007,0.2739,60.0,0.9875,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4260,4259,0,1,松江D.T1                                ,1,0.0073,0.2637,60.0,1.0,23.9,0.0,60.0,0.0,0.0,1.0,161.0
4260,4259,0,2,松江D.T2                                ,1,0.0073,0.2651,60.0,1.0,23.9,0.0,60.0,0.0,0.0,1.0,161.0
4260,4259,0,3,松江D.T3                                ,1,0.0073,0.2649,60.0,1.0,23.9,0.0,60.0,0.0,0.0,1.0,161.0
4264,4263,0,1,長春D.T1                                ,1,0.0068,0.2789,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4264,4263,0,2,長春D.T2                                ,1,0.0068,0.2811,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4264,4263,0,3,長春D.T3                                ,1,0.0068,0.2814,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4266,4265,0,1,敦化D.T1                                ,1,0.007,0.2751,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4266,4265,0,2,敦化D.T2                                ,1,0.0072,0.2764,60.0,1.0,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4270,4269,0,1,基信D.T1                                ,1,0.0081,0.2792,60.0,0.9625,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4270,4269,0,2,基信D.T2                                ,1,0.0078,0.2802,60.0,0.9625,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4270,4269,0,3,基信D.T3                                ,1,0.008,0.2791,60.0,0.9625,23.9,0.0,60.0,60.0,0.0,1.0,161.0
4276,4275,0,1,中崙D.T1                                ,1,0.008,0.2784,60.0,0.95,23.9,0.0,60.0,0.0,0.0,1.0,161.0
4276,4275,0,2,中崙D.T2                                ,1,0.008,0.2787,60.0,0.95,23.9,0.0,60.0,0.0,0.0,1.0,161.0
4276,4275,0,3,中崙D.T3                                ,1,0.008,0.2789,60.0,0.95,23.9,0.0,60.0,0.0,0.0,1.0,161.0
4276,4275,0,4,中崙D.T4                                ,1,0.008,0.2784,60.0,0.95,23.9,0.0,60.0,0.0,0.0,1.0,161.0
